,COUNTY,STATE,Crime_Count,Crime_rate, Civilian_labor_force_2013 , Employed_2013 , Unemployed_2013 ,Unemployment_rate_2013,Age
42,Lowndes,Alabama,615,6894.6188340807175,"4,009","3,443",566,14.1,72.71479949
43,Macon,Alabama,2275,11518.98734177215,"8,414","7,603",811,9.6,72.92398445
44,Madison,Alabama,29627,8579.329916311934,"171,363","160,551","10,812",6.3,78.11511279
45,Marengo,Alabama,1303,6565.554771742417,"7,634","6,955",679,8.9,74.67917223
46,Marion,Alabama,1226,4064.043491232141,"12,487","11,499",988,7.9,74.61774836
47,Marshall,Alabama,5835,6730.7248650394495,"40,614","37,841","2,773",6.8,74.44765405
48,Mobile,Alabama,42324,10221.460139589924,"187,046","171,088","15,958",8.5,74.9742147
49,Monroe,Alabama,1470,6628.19009829561,"7,766","6,843",923,11.9,75.10328961
50,Montgomery,Alabama,18654,8102.402835450076,"106,360","98,613","7,747",7.3,75.90237711
51,Morgan,Alabama,7161,5936.0881999419735,"57,001","53,090","3,911",6.9,76.26809109
52,Perry,Alabama,345,9734.762979683972,"3,566","3,083",483,13.5,72.36311003
53,Pickens,Alabama,428,2287.180035269598,"7,420","6,727",693,9.3,74.64873741
54,Pike,Alabama,2541,7643.024724778921,"14,924","13,785","1,139",7.6,74.70906553
55,Randolph,Alabama,985,4358.792813523321,"9,212","8,498",714,7.8,74.82329452
56,Russell,Alabama,5434,9235.99898019886,"25,018","23,208","1,810",7.2,74.50354604
57,St Clair,Alabama,4332,5085.163577457183,,,,,
58,Shelby,Alabama,8885,4437.330509955901,"107,004","102,054","4,950",4.6,79.49284335
59,Sumter,Alabama,670,5231.9225363111045,"5,463","4,969",494,9.0,74.70384666
60,Talladega,Alabama,7600,9307.566071472309,"35,771","32,700","3,071",8.6,73.81398155
61,Tallapoosa,Alabama,2708,6631.890872578551,"18,399","16,909","1,490",8.1,74.96711113
62,Tuscaloosa,Alabama,16259,8138.81894769511,"95,678","89,602","6,076",6.4,75.89501744
63,Walker,Alabama,5048,7769.859471440224,"26,364","24,136","2,228",8.5,71.56435267
64,Washington,Alabama,518,3056.948952493361,"6,714","5,985",729,10.9,74.81233347
65,Wilcox,Alabama,299,2627.185660311045,"2,780","2,244",536,19.3,72.30091586
66,Winston,Alabama,1021,4252.394835485215,"9,644","8,737",907,9.4,74.51887391
67,Aleutians East,Alaska ,0,,,,,,
68,Aleutians West,Alaska ,179,4124.42396313364,,,,,
69,Anchorage,Alaska ,29458,9837.204254395483,,,,,
70,Bethel,Alaska ,427,6606.838929289804,,,,,
71,Bristol Bay,Alaska ,20,2030.456852791878,,,,,
72,Dillingham,Alaska ,178,7301.066447908122,,,,,
73,Fairbanks North Star,Alaska ,3338,9608.243861719582,,,,,
74,Haines,Alaska ,138,5388.520109332292,,,,,
75,Juneau,Alaska ,2404,7296.788684514054,,,,,
76,Kenai Peninsula,Alaska ,1853,9312.493717961604,,,,,
77,Ketchikan Gateway,Alaska ,620,7465.382299819386,,,,,
78,Kodiak Island,Alaska ,756,11517.367458866544,,,,,
79,Lake and Peninsula,Alaska ,0,,,,,,
80,Matanuska-Susitna,Alaska ,1707,11306.1332626838,,,,,
81,Nome,Alaska ,180,4730.617608409987,,,,,
82,North Slope,Alaska ,402,4155.468265453794,,,,,
83,Northwest Arctic,Alaska ,509,15081.481481481482,,,,,
84,Prince of Wales-Outer Ketchikan,Alaska ,107,8471.892319873317,,,,,
85,Sitka,Alaska ,429,4717.914879577697,,,,,
86,Skagway-Hoonah-Angoon,Alaska ,26,2719.665271966527,,,,,
87,Southeast Fairbanks,Alaska ,0,,,,,,
88,Valdez-Cordova,Alaska ,314,4980.174464710547,,,,,
89,Wade Hampton,Alaska ,0,,,,,,
90,Wrangell-Petersburg,Alaska ,246,4559.777571825764,,,,,
91,Yakutat,Alaska ,0,,,,,,
92,Yukon-Koyukuk,Alaska ,0,,,,,,
93,Apache,Arizona,1229,1661.125077717406,"21,829","17,813","4,016",18.4,74.32980541
94,Cochise,Arizona,3308,4904.955369057857,"51,308","46,587","4,721",9.2,78.68421192
95,Coconino,Arizona,9312,6797.1299060577085,"70,877","65,110","5,767",8.1,79.3918527
96,Gila,Arizona,3374,6461.620959092998,"20,901","18,890","2,011",9.6,76.42751535
97,Graham,Arizona,947,3348.774709148132,"14,276","13,173","1,103",7.7,77.55337649
98,Greenlee,Arizona,506,5625.972870802758,"4,580","4,311",269,5.9,78.25782509999999
99,La Paz,Arizona,1097,6346.543245588661,"8,028","7,372",656,8.2,80.85469448
100,Maricopa,Arizona,295270,7386.128127447544,"1,907,171","1,781,737","125,434",6.6,80.05335954
101,Mohave,Arizona,14358,7169.393013362093,"76,838","68,888","7,950",10.3,75.17553294
102,Navajo,Arizona,5031,4687.631027253668,"41,925","36,283","5,642",13.5,75.6370611
103,Pima,Arizona,105348,10538.340882536531,"456,994","426,120","30,874",6.8,79.42836987
104,Pinal,Arizona,19189,4965.403385655213,"148,275","136,324","11,951",8.1,80.15588141
105,Santa Cruz,Arizona,1532,3290.943461075786,"20,111","17,023","3,088",15.4,81.90713022
106,Yavapai,Arizona,9440,4406.211638186544,"91,587","84,500","7,087",7.7,78.98581535
107,Yuma,Arizona,12385,6224.931895173856,"94,729","70,567","24,162",25.5,80.85469448
108,Arkansas,Arkansas,1632,8650.482349199621,"9,589","8,884",705,7.4,74.62915025
109,Ashley,Arkansas,1311,6116.735874585919,"8,923","7,953",970,10.9,74.84349615
110,Baxter,Arkansas,2457,6007.77563146441,"16,067","14,775","1,292",8.0,76.8350602
111,Benton,Arkansas,9320,3956.3947565034296,"111,857","105,567","6,290",5.6,79.65190469
112,Boone,Arkansas,2321,6193.627581790041,"16,048","14,922","1,126",7.0,77.2380633
113,Bradley,Arkansas,368,3236.872196323336,"4,127","3,722",405,9.8,74.3771785
114,Calhoun,Arkansas,120,2262.8700735432776,"2,424","2,226",198,8.2,75.72436526
115,Carroll,Arkansas,1526,5520.784342100503,"12,284","11,548",736,6.0,78.05233528
116,Chicot,Arkansas,768,6783.253842077372,"3,843","3,397",446,11.6,73.38505258
117,Clark,Arkansas,1288,5615.136454791175,"9,923","9,030",893,9.0,75.79877698
118,Clay,Arkansas,583,3746.786632390745,"6,530","5,895",635,9.7,74.76791731
119,Cleburne,Arkansas,1909,7412.728614142042,"10,028","9,172",856,8.5,77.43193497
120,Cleveland,Arkansas,290,3368.567777906842,"3,600","3,328",272,7.6,76.17761338
121,Columbia,Arkansas,1529,6269.733874605324,"9,679","8,830",849,8.8,74.61326847
122,Conway,Arkansas,1549,7270.59375733396,"8,647","7,850",797,9.2,76.12375174
123,Craighead,Arkansas,7814,7751.676520772985,"49,333","46,104","3,229",6.5,76.15000078
124,Crawford,Arkansas,3711,5990.701578794434,"27,056","24,989","2,067",7.6,76.04209023
125,Crittenden,Arkansas,6527,13124.346497225128,"21,541","19,737","1,804",8.4,72.43936745
126,Cross,Arkansas,1444,8187.3334467313025,"8,207","7,586",621,7.6,74.03064126
127,Dallas,Arkansas,550,6907.812107510677,"2,934","2,616",318,10.8,74.45101348
128,Desha,Arkansas,672,7592.362444921477,"5,644","5,100",544,9.6,74.04151786
129,Drew,Arkansas,1546,8233.477126271502,"8,169","7,370",799,9.8,75.78626425
130,Faulkner,Arkansas,8901,7399.0024937655835,"59,300","55,458","3,842",6.5,77.31055257
131,Franklin,Arkansas,919,5098.191501164984,"7,423","6,913",510,6.9,75.71014323
132,Fulton,Arkansas,331,2680.3789780549027,"4,918","4,579",339,6.9,76.42418766
133,Garland,Arkansas,11277,11606.269876393277,"40,834","37,743","3,091",7.6,75.51140018
134,Grant,Arkansas,886,4914.304731266293,"8,273","7,733",540,6.5,76.16231348
135,Greene,Arkansas,4288,9856.111800671171,"19,420","17,889","1,531",7.9,75.05157466
136,Hempstead,Arkansas,1945,8718.454435429647,"10,096","9,365",731,7.2,75.16934218
137,Hot Spring,Arkansas,114,1038.1568163190966,"14,111","13,084","1,027",7.3,75.62879225
138,Howard,Arkansas,995,7255.888572887041,"6,235","5,836",399,6.4,74.85069239
139,Independence,Arkansas,3209,8648.663216903837,"15,805","14,382","1,423",9.0,75.89270638
140,Izard,Arkansas,595,4436.325678496868,"5,002","4,570",432,8.6,76.07436148
141,Jackson,Arkansas,1810,10367.145884644024,"6,276","5,593",683,10.9,73.9407953
142,Jefferson,Arkansas,8381,11342.689710241035,"31,027","27,830","3,197",10.3,74.17836037
143,Johnson,Arkansas,1316,5057.0649041232755,"10,564","9,756",808,7.6,76.57558221
144,Lafayette,Arkansas,149,5175.40812782216,"2,743","2,479",264,9.6,74.18984563
145,Lawrence,Arkansas,368,2182.810368349249,"7,149","6,515",634,8.9,75.02908421
146,Lee,Arkansas,544,5352.2235340417155,"3,313","3,005",308,9.3,73.70479797
147,Lincoln,Arkansas,203,1437.3716632443536,"4,354","3,993",361,8.3,76.26186978
148,Little River,Arkansas,601,4677.04280155642,"5,708","5,275",433,7.6,75.04539553
149,Logan,Arkansas,1494,6828.465651995063,"9,248","8,530",718,7.8,75.73699976
150,Lonoke,Arkansas,4042,5752.5083612040125,"32,797","30,800","1,997",6.1,75.70512195
151,Madison,Arkansas,294,2218.198279764599,"6,857","6,461",396,5.8,76.52024115
152,Marion,Arkansas,726,4387.502266271832,"6,514","6,013",501,7.7,76.62971691
153,Miller,Arkansas,4497,10295.329670329671,"19,556","18,303","1,253",6.4,75.75624038
154,Mississippi,Arkansas,5367,11847.420586742017,"19,000","16,852","2,148",11.3,72.58095482
155,Monroe,Arkansas,356,4600.0775293965635,"3,121","2,847",274,8.8,73.70560215
156,Montgomery,Arkansas,166,1785.7142857142856,"3,418","3,131",287,8.4,77.18950790000001
157,Nevada,Arkansas,361,4050.263659822731,"3,779","3,488",291,7.7,74.73210639
158,Newton,Arkansas,228,2847.508430123642,"3,490","3,249",241,6.9,77.56721340000001
159,Ouachita,Arkansas,1436,5704.751310980454,"10,253","9,261",992,9.7,73.43894523
160,Perry,Arkansas,596,5784.161490683229,"4,364","3,956",408,9.3,75.48790671
161,Phillips,Arkansas,2053,16161.536644887034,"7,595","6,732",863,11.4,71.33168393
162,Pike,Arkansas,298,2651.245551601424,"4,202","3,831",371,8.8,75.77817959
163,Poinsett,Arkansas,2081,8586.046127821099,"10,147","9,289",858,8.5,72.45501591
164,Polk,Arkansas,1142,5594.200058783188,"8,455","7,850",605,7.2,75.66370782
165,Pope,Arkansas,3908,6202.091698274903,"29,650","27,479","2,171",7.3,76.69645823
166,Prairie,Arkansas,159,2281.2051649928258,"3,803","3,535",268,7.0,76.27085911
167,Pulaski,Arkansas,58369,14931.41714034289,"186,725","174,559","12,166",6.5,76.44843114
168,Randolph,Arkansas,1008,5625.0,"6,692","6,055",637,9.5,76.18896875
169,St Francis,Arkansas,3204,12152.935821574873,,,,,
170,Saline,Arkansas,4792,9230.650691528295,"54,784","51,620","3,164",5.8,78.02724297
171,Scott,Arkansas,693,6340.927806752677,"4,591","4,303",288,6.3,75.93503821
172,Searcy,Arkansas,96,1207.0916635231988,"3,125","2,877",248,7.9,76.37223699
173,Sebastian,Arkansas,11633,9099.72700036765,"58,153","53,824","4,329",7.4,76.42499709999998
174,Sevier,Arkansas,876,5093.319379033665,"5,926","5,431",495,8.4,75.27418866
175,Sharp,Arkansas,409,4952.773068539598,"6,019","5,433",586,9.7,75.69691572
176,Stone,Arkansas,767,6017.1020632305635,"4,803","4,400",403,8.4,76.64816134
177,Union,Arkansas,3209,8263.590245409829,"16,600","15,174","1,426",8.6,73.64372888
178,Van Buren,Arkansas,853,5032.745294707654,"6,494","5,865",629,9.7,77.10129256
179,Washington,Arkansas,14943,7098.879799333012,"106,852","101,138","5,714",5.3,78.28136819
180,White,Arkansas,3853,6980.451836150515,"35,094","32,359","2,735",7.8,75.81262285
181,Woodruff,Arkansas,272,7116.692830978545,"3,237","2,930",307,9.5,73.40473518
182,Yell,Arkansas,1164,5476.100865637937,"9,065","8,471",594,6.6,75.55878768
183,Alameda,California ,144054,9170.618421831641,,,,,
184,Alpine,California ,78,6958.073148974128,,,,,
185,Amador,California ,1808,4909.841407777536,,,,,
186,Butte,California ,13769,6192.071594000855,,,,,
187,Calaveras,California ,2420,5431.367268156926,,,,,
188,Colusa,California ,1157,5399.225348826357,,,,,
189,Contra Costa,California ,70775,6492.32708302565,,,,,
190,Del Norte,California ,1539,5451.454075307286,,,,,
191,El Dorado,California ,7330,4058.468523337578,,,,,
192,Fresno,California ,83530,8752.96681878435,,,,,
193,Glenn,California ,1734,6193.963207715664,,,,,
194,Humboldt,California ,10972,8131.141709525857,,,,,
195,Imperial,California ,12480,7345.756765983495,,,,,
196,Inyo,California ,767,4144.153879403501,,,,,
197,Kern,California ,77245,8959.037441342052,,,,,
198,Kings,California ,8925,5900.592373195113,,,,,
199,Lake,California ,4399,6893.2556098784,,,,,
200,Lassen,California ,1415,4246.061515378845,,,,,
201,Los Angeles,California ,539867,5386.604544480817,,,,,
202,Madera,California ,9913,6488.754483805934,,,,,
203,Marin,California ,11050,4291.962184123237,,,,,
204,Mariposa,California ,780,4378.332865562727,,,,,
205,Mendocino,California ,4679,5351.7711514486045,,,,,
206,Merced,California ,19427,7344.85704995879,,,,,
207,Modoc,California ,476,5164.930555555556,,,,,
208,Mono,California ,501,3480.6169237182157,,,,,
209,Monterey,California ,25528,5924.591883624751,,,,,
210,Napa,California ,6003,4288.408509665528,,,,,
211,Nevada,California ,4451,4529.818847954407,,,,,
212,Orange,California ,135652,4349.589624754428,,,,,
213,Placer,California ,15784,4311.460990893049,,,,,
214,Plumas,California ,966,5018.703241895261,,,,,
215,Riverside,California ,142887,6227.3589411916455,,,,,
216,Sacramento,California ,103954,7112.887687069616,,,,,
217,San Benito,California ,2081,3625.309222675168,,,,,
218,San Bernardino,California ,132475,6315.692618970771,,,,,
219,San Diego,California ,163264,5092.173696070863,,,,,
220,San Francisco,California ,113431,13603.073886237908,,,,,
221,San Joaquin,California ,67323,9499.787633046839,,,,,
222,San Luis Obispo,California ,14615,5279.680365296804,,,,,
223,San Mateo,California ,33163,4440.418614864684,,,,,
224,Santa Barbara,California ,22540,5191.825753666986,,,,,
225,Santa Clara,California ,98267,5290.715579417535,,,,,
226,Santa Cruz,California ,18344,6838.142100946842,,,,,
227,Shasta,California ,14161,7900.139470013948,,,,,
228,Sierra,California ,168,5517.241379310345,,,,,
229,Siskiyou,California ,1782,4054.88429244317,,,,,
230,Solano,California ,31183,7361.877735649498,,,,,
231,Sonoma,California ,20069,4055.47405135169,,,,,
232,Stanislaus,California ,46647,8892.205809185582,,,,,
233,Sutter,California ,6382,6703.922351309901,,,,,
234,Tehama,California ,4073,6423.783613279711,,,,,
235,Trinity,California ,338,2510.771059277968,,,,,
236,Tulare,California ,32818,7204.007445911772,,,,,
237,Tuolumne,California ,2675,4981.285264706429,,,,,
238,Ventura,California ,36188,4304.620794168516,,,,,
239,Yolo,California ,14218,6921.833618943761,,,,,
240,Yuba,California ,4849,6623.231164290009,,,,,
241,Adams,Colorado ,29781,6362.7409716421,,,,,
242,Alamosa,Colorado ,182,2660.0409237065187,,,,,
243,Arapahoe,Colorado ,36001,5936.70330830093,,,,,
244,Archuleta,Colorado ,502,4132.36746789595,,,,,
245,Baca,Colorado ,62,1646.7463479415674,,,,,
246,Bent,Colorado ,197,3526.6738274257073,,,,,
247,Boulder,Colorado ,13635,5527.2694842836645,,,,,
248,Broomfield,Colorado ,2486,4183.494884221863,,,,,
249,Chaffee,Colorado ,660,3589.8830568398157,,,,,
250,Cheyenne,Colorado ,18,947.3684210526317,,,,,
251,Clear Creek,Colorado ,328,3620.708687493101,,,,,
252,Conejos,Colorado ,77,924.8138361758348,,,,,
253,Costilla,Colorado ,32,879.1208791208791,,,,,
254,Crowley,Colorado ,14,266.6158826890116,,,,,
255,Custer,Colorado ,108,2530.4592314901597,,,,,
256,Delta,Colorado ,1163,3816.2428219852336,,,,,
257,Denver,Colorado ,56286,8672.981181267249,,,,,
258,Dolores,Colorado ,18,906.8010075566748,,,,,
259,Douglas,Colorado ,6614,2175.7509367176885,,,,,
260,Eagle,Colorado ,1907,3657.8816127671003,,,,,
261,Elbert,Colorado ,46,199.8696502281121,,,,,
262,El Paso,Colorado ,48490,7444.82401258972,,,,,
263,Fremont,Colorado ,1905,4047.9377828775428,,,,,
264,Garfield,Colorado ,2480,4305.705059203445,,,,,
265,Gilpin,Colorado ,598,10802.023121387283,,,,,
266,Grand,Colorado ,118,6809.001731102135,,,,,
267,Gunnison,Colorado ,566,3627.740033329061,,,,,
268,Hinsdale,Colorado ,12,1492.5373134328354,,,,,
269,Huerfano,Colorado ,294,4441.087613293052,,,,,
270,Jackson,Colorado ,20,1488.095238095238,,,,,
271,Jefferson,Colorado ,33466,6065.85694321846,,,,,
272,Kiowa,Colorado ,6,408.1632653061225,,,,,
273,Kit Carson,Colorado ,321,3965.90066716086,,,,,
274,Lake,Colorado ,166,2240.820734341253,,,,,
275,La Plata,Colorado ,1577,3117.7714952254796,,,,,
276,Larimer,Colorado ,14953,4733.355069688231,,,,,
277,Las Animas,Colorado ,284,1907.3203492276693,,,,,
278,Lincoln,Colorado ,117,2134.257570229843,,,,,
279,Logan,Colorado ,1249,5495.665947991376,,,,,
280,Mesa,Colorado ,8625,5806.555854018136,,,,,
281,Mineral,Colorado ,2,280.11204481792714,,,,,
282,Moffat,Colorado ,534,4080.6969280146723,,,,,
283,Montezuma,Colorado ,1047,4096.564676422256,,,,,
284,Montrose,Colorado ,1685,4126.665360501568,,,,,
285,Morgan,Colorado ,1246,4620.462046204621,,,,,
286,Otero,Colorado ,875,4774.11610650371,,,,,
287,Ouray,Colorado ,0,0.0,,,,,
288,Park,Colorado ,174,1083.7745250700716,,,,,
289,Phillips,Colorado ,61,1398.1205592482238,,,,,
290,Pitkin,Colorado ,824,4733.727810650888,,,,,
291,Prowers,Colorado ,646,5204.221380810442,,,,,
292,Pueblo,Colorado ,19846,12227.972889710412,,,,,
293,Rio Blanco,Colorado ,141,2021.7952394608544,,,,,
294,Rio Grande,Colorado ,489,4076.6986244268437,,,,,
295,Routt,Colorado ,706,3012.7165656738075,,,,,
296,Saguache,Colorado ,222,3466.042154566745,,,,,
297,San Juan,Colorado ,28,4069.7674418604656,,,,,
298,San Miguel,Colorado ,309,4010.903426791277,,,,,
299,Sedgwick,Colorado ,29,1207.3272273105745,,,,,
300,Summit,Colorado ,1664,5895.691609977324,,,,,
301,Teller,Colorado ,765,3256.7049808429115,,,,,
302,Washington,Colorado ,203,4243.311036789298,,,,,
303,Weld,Colorado ,11880,4529.6831509513095,,,,,
304,Yuma,Colorado ,150,1468.1413330723306,,,,,
305,Fairfield,Connecticut,34475,3742.9741200075127,"468,896","434,873","34,023",7.3,81.84483054
306,Hartford,Connecticut,45651,5217.507583221138,"465,640","428,369","37,271",8.0,80.2211309
307,Litchfield,Connecticut,4577,3932.806324110672,"104,499","97,061","7,438",7.1,80.60112041
308,Middlesex,Connecticut,3559,3316.065072768947,"90,808","84,708","6,100",6.7,80.94540970000001
309,New Haven,Connecticut,52059,6436.501077510265,"450,812","412,391","38,421",8.5,79.88144865
310,New London,Connecticut,7946,5436.917118830782,"137,276","126,137","11,139",8.1,80.22611363
311,Tolland,Connecticut,1459,3513.715290321027,"83,155","77,423","5,732",6.9,81.63450997
312,Windham,Connecticut,1682,3955.4134136017306,"62,255","56,803","5,452",8.8,79.06117185
313,Kent,Delaware,11809,6957.725732803064,"73,816","68,397","5,419",7.3,77.67246970000001
314,New Castle,Delaware,40691,7396.454006420161,"276,662","258,760","17,902",6.5,78.88181445
315,Sussex,Delaware,14946,7259.498159139702,"92,251","85,962","6,289",6.8,79.01250082
316,District of Columbia,District of Columbia,79026,12224.630249254002,,,,,
317,Alachua,Florida,18572,7320.4572329523035,"129,435","122,038","7,397",5.7,78.59182523
318,Baker,Florida,928,3412.2665097808504,"11,270","10,438",832,7.4,75.21235076
319,Bay,Florida,15693,9048.711857370205,"86,420","80,126","6,294",7.3,76.61088545
320,Bradford,Florida,1033,3945.609411405217,"10,985","10,293",692,6.3,76.04694658
321,Brevard,Florida,36628,6653.59973405946,"258,685","237,228","21,457",8.3,78.68649951
322,Broward,Florida,142252,7716.932257408286,"974,428","908,457","65,971",6.8,80.30875406
323,Calhoun,Florida,169,1141.5062478892266,"4,916","4,530",386,7.9,76.10254503
324,Charlotte,Florida,7603,4637.842058389352,"66,196","60,889","5,307",8.0,80.63624531
325,Citrus,Florida,6375,4680.582374578748,"49,374","44,587","4,787",9.7,77.27591059
326,Clay,Florida,9373,4780.508703657423,"96,943","90,794","6,149",6.3,78.02897112
327,Collier,Florida,12063,3579.259698835398,"155,575","144,588","10,987",7.1,83.43358931
328,Columbia,Florida,5525,8085.641948749469,"27,867","25,759","2,108",7.6,75.17256249
329,De Soto,Florida,1948,5600.2759889604395,,,,,
330,Dixie,Florida,1055,6555.237976885794,"5,846","5,348",498,8.5,75.00220824
331,Duval,Florida,81569,9189.858471965912,"457,588","423,256","34,332",7.5,76.35037781
332,Escambia,Florida,31863,10432.89490486528,"138,979","128,926","10,053",7.2,76.4198588
333,Flagler,Florida,4388,4409.341211463484,"44,020","40,340","3,680",8.4,79.67411135
334,Franklin,Florida,466,3955.8573853989815,"4,992","4,716",276,5.5,76.58856843
335,Gadsden,Florida,2073,4537.99172522493,"18,866","17,138","1,728",9.2,74.67800197
336,Gilchrist,Florida,402,2389.585686262855,"6,623","6,103",520,7.9,76.82528958
337,Glades,Florida,402,3041.767554479419,"5,468","5,062",406,7.4,79.61131803
338,Gulf,Florida,888,5638.811277622555,"6,162","5,746",416,6.8,76.58746091
339,Hamilton,Florida,827,5595.399188092017,"4,633","4,236",397,8.6,75.96614124
340,Hardee,Florida,1522,5492.998412010971,"11,052","10,141",911,8.2,78.63670503
341,Hendry,Florida,2939,7925.891966236078,"16,651","14,661","1,990",12.0,77.14398437
342,Hernando,Florida,9051,5195.543233050336,"66,338","60,381","5,957",9.0,77.53187549
343,Highlands,Florida,6630,7406.16621983914,"36,128","32,688","3,440",9.5,78.90483236
344,Hillsborough,Florida,65747,5066.4447347026835,"673,420","629,073","44,347",6.6,78.51695296
345,Holmes,Florida,700,3526.981407769436,"7,012","6,461",551,7.9,74.79452323
346,Indian River,Florida,6812,4800.935942884931,"61,499","55,568","5,931",9.6,80.35918805
347,Jackson,Florida,1986,4291.826943856161,"17,779","16,438","1,341",7.5,76.38182975
348,Jefferson,Florida,459,3242.212333121424,"5,469","5,045",424,7.8,76.77158175
349,Lafayette,Florida,108,1222.6876485905127,"3,501","3,319",182,5.2,77.00621459999999
350,Lake,Florida,15524,5229.894351013368,"135,456","125,441","10,015",7.4,79.16439118
351,Lee,Florida,33217,5061.692086620353,"299,129","277,332","21,797",7.3,81.01019006
352,Leon,Florida,26303,9149.60153334006,"148,268","139,235","9,033",6.1,79.24564328
353,Levy,Florida,789,13981.924508240298,"16,335","15,001","1,334",8.2,75.58223407
354,Liberty,Florida,130,1567.9652635387768,"2,844","2,654",190,6.7,76.29271452
355,Madison,Florida,1188,6297.376093294461,"7,910","7,295",615,7.8,75.47044579
356,Manatee,Florida,25081,7404.619140826816,"155,326","144,918","10,408",6.7,80.46281406
357,Marion,Florida,16840,4987.427772627788,"131,043","119,852","11,191",8.5,77.29306240000001
358,Martin,Florida,7081,4715.228436536528,"67,497","62,628","4,869",7.2,80.99306239
359,Miami-Dade,Florida,253972,9654.703651552982,"1,291,199","1,195,237","95,962",7.4,80.98884316
360,Monroe,Florida,6754,8929.256071603275,"44,317","42,172","2,145",4.8,78.77472583
361,Nassau,Florida,2584,3432.2450389182586,"36,175","33,743","2,432",6.7,77.76918912
362,Okaloosa,Florida,10487,5404.1380021128025,"92,170","86,899","5,271",5.7,78.49348453
363,Okeechobee,Florida,3365,8532.596292821461,"18,103","16,519","1,584",8.7,76.10749601
