,COUNTY,STATE,Crime_Count,Crime_rate, Civilian_labor_force_2010 , Employed_2010 , Unemployed_2010 ,Unemployment_rate_2010,Age
24,De Kalb,Alabama,748,1067.1840892553964,,,,,
25,Elmore,Alabama,1442,1818.3423073528115,"36,683","33,362","3,321",9.1,75.94841836
26,Escambia,Alabama,2019,5268.926642135755,"15,007","13,238","1,769",11.8,74.30179011
27,Etowah,Alabama,9190,8800.15321267835,"44,000","39,193","4,807",10.9,73.85992697
28,Fayette,Alabama,450,2796.246815385571,"6,831","5,942",889,13.0,74.26484864
29,Franklin,Alabama,1230,3915.2024446142095,"14,255","12,724","1,531",10.7,73.56752051
30,Geneva,Alabama,1042,3889.5110115714815,"11,559","10,362","1,197",10.4,75.64977124
31,Greene,Alabama,648,7717.960933777989,"3,306","2,735",571,17.3,74.07582086
32,Hale,Alabama,486,3083.7563451776646,"6,445","5,473",972,15.1,73.93245116
33,Henry,Alabama,469,2710.6692867876545,"7,259","6,469",790,10.9,75.82433758
34,Houston,Alabama,8702,8759.021228195554,"46,414","42,170","4,244",9.1,76.70386659
35,Jackson,Alabama,2068,3940.473695242088,"24,348","21,468","2,880",11.8,74.38605579
36,Jefferson,Alabama,77762,12243.901824571567,"318,520","285,627","32,893",10.3,75.11368826
37,Lamar,Alabama,148,1095.0795412504626,"5,802","5,035",767,13.2,74.92706796
38,Lauderdale,Alabama,4871,5254.074577441241,"43,596","39,193","4,403",10.1,76.55454754
39,Lawrence,Alabama,282,821.2236815282913,"14,901","13,024","1,877",12.6,74.54562758
40,Lee,Alabama,7573,5399.758996627379,"66,764","60,758","6,006",9.0,77.16627268
41,Limestone,Alabama,3162,3819.670942958614,"38,321","34,625","3,696",9.6,77.14737916
42,Lowndes,Alabama,518,4584.47650234534,"4,350","3,547",803,18.5,72.77700378
43,Macon,Alabama,2020,9416.371433898938,"8,937","7,618","1,319",14.8,72.98365388
44,Madison,Alabama,29334,8848.735313192863,"169,833","155,656","14,177",8.3,77.78592151
45,Marengo,Alabama,1376,6584.677226396134,"8,136","7,021","1,115",13.7,74.67241169
46,Marion,Alabama,1292,4198.076423186899,"13,215","11,423","1,792",13.6,74.61501242
47,Marshall,Alabama,6241,6709.3819542244055,"41,637","37,640","3,997",9.6,74.56592733
48,Mobile,Alabama,45502,11017.64683093135,"192,730","170,943","21,787",11.3,74.95242566
49,Monroe,Alabama,1273,5932.5193401062525,"8,712","7,131","1,581",18.1,74.89639823
50,Montgomery,Alabama,25130,10956.431508133395,"108,753","97,892","10,861",10.0,75.93368939
51,Morgan,Alabama,8332,6972.968449242613,"57,817","51,600","6,217",10.8,75.91841837
52,Perry,Alabama,0,0.0,"3,891","3,236",655,16.8,72.54770153
53,Pickens,Alabama,452,2361.793290834988,"7,699","6,687","1,012",13.1,74.66410566
54,Pike,Alabama,2865,8708.471382108879,"15,677","14,198","1,479",9.4,74.8574045
55,Randolph,Alabama,900,4061.005324429203,"9,706","8,410","1,296",13.4,74.77588232
56,Russell,Alabama,4192,8000.9161354353555,"23,814","21,225","2,589",10.9,73.86923601
57,St Clair,Alabama,3286,3930.951156197289,,,,,
58,Shelby,Alabama,8284,4261.360713587588,"102,372","95,110","7,262",7.1,79.18368881
59,Sumter,Alabama,490,8135.480657479659,"5,777","5,006",771,13.3,74.63466773
60,Talladega,Alabama,6854,8328.978867676904,"35,129","30,389","4,740",13.5,74.23266518
61,Tallapoosa,Alabama,2572,6212.260277281292,"19,079","16,579","2,500",13.1,74.98671302
62,Tuscaloosa,Alabama,17912,9201.874075291797,"93,915","85,273","8,642",9.2,75.8599936
63,Walker,Alabama,3759,5608.5224475180175,"27,279","23,815","3,464",12.7,72.11808007
64,Washington,Alabama,479,2724.5321654058357,"7,385","6,335","1,050",14.2,74.82130782
65,Wilcox,Alabama,200,1713.796058269066,"3,066","2,261",805,26.3,72.41447362
66,Winston,Alabama,983,4014.8668518215973,"9,883","8,304","1,579",16.0,74.42320135
67,Aleutians East,Alaska ,0,,,,,,
68,Aleutians West,Alaska ,206,4243.0484037075175,,,,,
69,Anchorage,Alaska ,25744,8821.695119694612,,,,,
70,Bethel,Alaska ,431,7088.815789473685,,,,,
71,Bristol Bay,Alaska ,106,10631.895687061184,,,,,
72,Dillingham,Alaska ,248,10648.34693001288,,,,,
73,Fairbanks North Star,Alaska ,3711,11027.576369903723,,,,,
74,Haines,Alaska ,56,3269.118505545826,,,,,
75,Juneau,Alaska ,3318,10609.112709832134,,,,,
76,Kenai Peninsula,Alaska ,1977,10427.765177488263,,,,,
77,Ketchikan Gateway,Alaska ,869,10795.03105590062,,,,,
78,Kodiak Island,Alaska ,584,9526.916802610114,,,,,
79,Lake and Peninsula,Alaska ,0,,,,,,
80,Matanuska-Susitna,Alaska ,1403,8947.704081632653,,,,,
81,Nome,Alaska ,194,5391.88438021123,,,,,
82,North Slope,Alaska ,357,3785.790031813361,,,,,
83,Northwest Arctic,Alaska ,263,8216.182442986566,,,,,
84,Prince of Wales-Outer Ketchikan,Alaska ,50,4163.197335553706,,,,,
85,Sitka,Alaska ,511,5753.85654768607,,,,,
86,Skagway-Hoonah-Angoon,Alaska ,58,6304.347826086955,,,,,
87,Southeast Fairbanks,Alaska ,0,,,,,,
88,Valdez-Cordova,Alaska ,302,4859.211584875302,,,,,
89,Wade Hampton,Alaska ,0,,,,,,
90,Wrangell-Petersburg,Alaska ,259,4871.167951852549,,,,,
91,Yakutat,Alaska ,0,,,,,,
92,Yukon-Koyukuk,Alaska ,0,,,,,,
93,Apache,Arizona,1168,1633.1552895774496,"23,438","19,589","3,849",16.4,74.19283424
94,Cochise,Arizona,8203,6497.888958420798,"57,023","51,694","5,329",9.3,78.51493007
95,Coconino,Arizona,9880,7350.042032122957,"72,846","65,650","7,196",9.9,79.11245324
96,Gila,Arizona,2629,4999.809820851242,"21,623","18,914","2,709",12.5,76.32794012
97,Graham,Arizona,2278,6120.365394948952,"14,570","12,687","1,883",12.9,77.28228309
98,Greenlee,Arizona,78,2355.7837511325883,"3,439","2,875",564,16.4,78.054107
99,La Paz,Arizona,1305,6369.2713163160715,"7,868","7,063",805,10.2,80.36100753
100,Maricopa,Arizona,307382,8052.72670447356,"1,919,590","1,736,764","182,826",9.5,79.84399514
101,Mohave,Arizona,14100,7043.449591879553,"82,726","71,999","10,727",13.0,75.28312267
102,Navajo,Arizona,6009,5592.420590233506,"43,903","37,450","6,453",14.7,75.76431175
103,Pima,Arizona,57855,5901.987527836916,"478,743","434,106","44,637",9.3,79.12219548
104,Pinal,Arizona,22537,6043.176656396725,"153,707","137,242","16,465",10.7,79.56754759
105,Santa Cruz,Arizona,2265,4870.23458834154,"20,881","17,697","3,184",15.2,81.68243959
106,Yavapai,Arizona,10255,4859.429567887487,"96,533","86,224","10,309",10.7,78.97842417
107,Yuma,Arizona,9767,5736.992352243226,"92,816","69,500","23,316",25.1,80.36100753
108,Arkansas,Arkansas,1606,8444.187391555814,"11,332","9,224","2,108",18.6,74.48952616
109,Ashley,Arkansas,1238,5665.126069647187,"9,745","8,765",980,10.1,74.85614635
110,Baxter,Arkansas,2083,5017.705297135837,"16,610","15,050","1,560",9.4,76.95755582
111,Benton,Arkansas,9882,4474.975999420363,"107,121","99,999","7,122",6.6,79.52540028
112,Boone,Arkansas,1924,5213.668265452674,"16,519","15,226","1,293",7.8,77.33811454
113,Bradley,Arkansas,357,3343.3227196104144,"5,002","4,462",540,10.8,74.53297814
114,Calhoun,Arkansas,85,1583.457526080477,"2,681","2,445",236,8.8,75.73713701
115,Carroll,Arkansas,1469,5352.328208117759,"12,611","11,686",925,7.3,78.09209806
116,Chicot,Arkansas,767,6500.0,"4,272","3,745",527,12.3,73.52382316
117,Clark,Arkansas,1626,7071.102413568166,"10,212","9,337",875,8.6,75.91635483
118,Clay,Arkansas,695,4321.333084623515,"7,479","6,659",820,11.0,74.95756643
119,Cleburne,Arkansas,1701,6549.865229110512,"10,336","9,444",892,8.6,77.47075813
120,Cleveland,Arkansas,253,2911.727471515709,"3,888","3,562",326,8.4,76.16564975
121,Columbia,Arkansas,1511,6154.284783317041,"10,507","9,458","1,049",10.0,74.65710884
122,Conway,Arkansas,1736,8160.579137874301,"9,029","8,156",873,9.7,76.18591061
123,Craighead,Arkansas,7749,8142.7850867975285,"47,796","44,249","3,547",7.4,76.07975878
124,Crawford,Arkansas,3516,5675.728029960612,"28,323","25,996","2,327",8.2,75.9743732
125,Crittenden,Arkansas,8566,16828.415386428824,"22,819","20,433","2,386",10.5,72.34941065
126,Cross,Arkansas,857,4795.747062115277,"8,618","7,903",715,8.3,74.23006039
127,Dallas,Arkansas,343,4226.219812715623,"3,487","3,057",430,12.3,74.36357684
128,Desha,Arkansas,832,8954.902593908084,"5,884","5,229",655,11.1,73.94207519999999
129,Drew,Arkansas,1174,6342.8602301583005,"8,568","7,633",935,10.9,75.94071095
130,Faulkner,Arkansas,8006,7070.127255225765,"58,711","54,465","4,246",7.2,77.31045615
131,Franklin,Arkansas,725,4000.0,"7,800","7,197",603,7.7,75.78785839
132,Fulton,Arkansas,423,3454.471212739894,"5,172","4,767",405,7.8,76.4129458
133,Garland,Arkansas,12351,12862.409397650586,"41,563","38,046","3,517",8.5,75.80755838
134,Grant,Arkansas,782,4380.216210160756,"8,567","7,960",607,7.1,76.08036745
135,Greene,Arkansas,4150,9859.824186267522,"19,683","17,768","1,915",9.7,75.22510409
136,Hempstead,Arkansas,1675,7408.554115617674,"10,674","9,685",989,9.3,75.18123628
137,Hot Spring,Arkansas,608,5892.61484783873,"14,188","12,969","1,219",8.6,75.81267974
138,Howard,Arkansas,710,5609.9873577749695,"6,545","6,037",508,7.8,74.94361271
139,Independence,Arkansas,3287,8969.35629110159,"17,059","15,559","1,500",8.8,75.95772664
140,Izard,Arkansas,308,2248.8317757009345,"5,139","4,622",517,10.1,76.19816664
141,Jackson,Arkansas,1534,8919.123204837491,"6,734","5,936",798,11.9,74.0109385
142,Jefferson,Arkansas,10275,13439.98116440596,"33,973","30,438","3,535",10.4,74.50824254
143,Johnson,Arkansas,1306,5113.547376664056,"10,977","10,072",905,8.2,76.53678823
144,Lafayette,Arkansas,199,2603.0085022890776,"3,041","2,741",300,9.9,74.22172253
145,Lawrence,Arkansas,599,3439.563594602355,"7,445","6,737",708,9.5,75.0806623
146,Lee,Arkansas,544,5218.726016884113,"3,704","3,387",317,8.6,73.65174145
147,Lincoln,Arkansas,200,1504.098668872678,"4,699","4,258",441,9.4,76.33529478
148,Little River,Arkansas,496,3765.849214182674,"6,220","5,738",482,7.7,75.19111279
149,Logan,Arkansas,1130,5055.249854605646,"9,805","8,964",841,8.6,75.73943852
150,Lonoke,Arkansas,4741,7234.743861683782,"33,287","31,036","2,251",6.8,75.91820522
151,Madison,Arkansas,272,2034.2532346122205,"7,270","6,756",514,7.1,76.52437438
152,Marion,Arkansas,496,2978.442322704617,"6,716","6,035",681,10.1,76.88080585
153,Miller,Arkansas,4907,11290.322580645161,"20,560","19,364","1,196",5.8,75.75085551
154,Mississippi,Arkansas,4989,11214.512104659787,"20,195","17,667","2,528",12.5,72.43800258
155,Monroe,Arkansas,400,4908.577739599951,"3,413","3,098",315,9.2,73.75124508
156,Montgomery,Arkansas,46,484.87403815747865,"3,904","3,562",342,8.8,77.24534377
157,Nevada,Arkansas,417,4634.878292764254,"4,016","3,614",402,10.0,74.92482826
158,Newton,Arkansas,224,2689.0756302521013,"3,790","3,528",262,6.9,77.53611072
159,Ouachita,Arkansas,1573,6022.205206738131,"11,294","10,214","1,080",9.6,73.53027592
160,Perry,Arkansas,215,2058.4011488750602,"4,560","4,154",406,8.9,75.58521126
161,Phillips,Arkansas,1767,13119.988119988122,"8,585","7,681",904,10.5,71.29370738
162,Pike,Arkansas,224,1983.8809671419715,"4,843","4,400",443,9.1,76.08772944
163,Poinsett,Arkansas,1723,7008.9085953707845,"10,737","9,736","1,001",9.3,72.58058740000001
164,Polk,Arkansas,1110,5372.180815022747,"8,981","8,311",670,7.5,75.76735958
165,Pope,Arkansas,3908,6328.335006639246,"30,054","27,706","2,348",7.8,76.89986197
166,Prairie,Arkansas,241,2976.7786561264825,"3,967","3,602",365,9.2,76.19513093
167,Pulaski,Arkansas,58109,15182.051898377,"189,321","175,512","13,809",7.3,76.31485252
168,Randolph,Arkansas,259,1441.3712504869495,"7,260","6,516",744,10.2,76.18911
169,St Francis,Arkansas,3504,12400.028310566919,,,,,
170,Saline,Arkansas,4510,9520.99474339758,"53,382","49,824","3,558",6.7,78.09893589
171,Scott,Arkansas,547,5056.854950540816,"4,721","4,386",335,7.1,75.9057608
172,Searcy,Arkansas,77,939.5973154362416,"3,393","3,081",312,9.2,76.55702867
173,Sebastian,Arkansas,12250,9798.353876548741,"59,543","54,760","4,783",8.0,76.47329034
174,Sevier,Arkansas,807,4730.918044319381,"7,059","6,563",496,7.0,75.29922186
175,Sharp,Arkansas,448,5155.944297387501,"6,309","5,690",619,9.8,75.64054043
176,Stone,Arkansas,399,3219.299661126352,"5,522","5,103",419,7.6,76.7377006
177,Union,Arkansas,3400,8548.297883039171,"17,164","15,222","1,942",11.3,73.76396207
178,Van Buren,Arkansas,744,4301.82133564614,"6,476","5,752",724,11.2,77.26784707
179,Washington,Arkansas,13324,6561.4458424642335,"102,865","96,162","6,703",6.5,78.11628052
180,White,Arkansas,5594,7314.808761033018,"36,442","33,437","3,005",8.2,76.11681644
181,Woodruff,Arkansas,40,1018.3299389002035,"3,630","3,251",379,10.4,73.40869756
182,Yell,Arkansas,639,2880.324543610548,"9,714","8,928",786,8.1,75.66439699
183,Alameda,California ,121974,8076.298889404617,,,,,
184,Alpine,California ,174,14808.510638297872,,,,,
185,Amador,California ,1903,4995.9307973012,,,,,
186,Butte,California ,13502,6137.272727272727,,,,,
187,Calaveras,California ,1838,4032.6473298521214,,,,,
188,Colusa,California ,1101,5140.295998879499,,,,,
189,Contra Costa,California ,70208,6692.690831963014,,,,,
190,Del Norte,California ,1721,6015.3792380286595,,,,,
191,El Dorado,California ,6542,3613.206817704824,,,,,
192,Fresno,California ,89196,9586.32919555054,,,,,
193,Glenn,California ,1369,4868.074816869354,,,,,
194,Humboldt,California ,9740,7235.019276052383,,,,,
195,Imperial,California ,12819,7344.953245324533,,,,,
196,Inyo,California ,635,3423.9189043459505,,,,,
197,Kern,California ,71370,8500.1625714153,,,,,
198,Kings,California ,7013,4584.199448301108,,,,,
199,Lake,California ,4314,6671.305961493854,,,,,
200,Lassen,California ,1254,3593.638057028228,,,,,
201,Los Angeles,California ,569073,5795.864076414114,,,,,
202,Madera,California ,7949,5268.949060418255,,,,,
203,Marin,California ,11452,4537.080690466663,,,,,
204,Mariposa,California ,701,3840.885430935291,,,,,
205,Mendocino,California ,4037,4595.803781833085,,,,,
206,Merced,California ,19444,7601.458992231999,,,,,
207,Modoc,California ,291,3004.3361552756555,,,,,
208,Mono,California ,726,5111.956062526405,,,,,
209,Monterey,California ,24952,6011.70441650183,,,,,
210,Napa,California ,6963,5101.696902200992,,,,,
211,Nevada,California ,3535,3579.2393989712846,,,,,
212,Orange,California ,135937,4515.831337916812,,,,,
213,Placer,California ,17139,4918.893787023006,,,,,
214,Plumas,California ,947,4733.343329834558,,,,,
215,Riverside,California ,131540,6007.377465073042,,,,,
216,Sacramento,California ,118831,8375.528972616064,,,,,
217,San Benito,California ,2954,5344.768314968608,,,,,
218,San Bernardino,California ,128827,6329.911900983191,,,,,
219,San Diego,California ,159334,5147.5892744934035,,,,,
220,San Francisco,California ,78173,9708.097636093813,,,,,
221,San Joaquin,California ,67773,9889.450843856614,,,,,
222,San Luis Obispo,California ,13845,5134.681071217971,,,,,
223,San Mateo,California ,34242,4766.087040034741,,,,,
224,Santa Barbara,California ,21132,4985.19680581276,,,,,
225,Santa Clara,California ,90634,5087.105041304594,,,,,
226,Santa Cruz,California ,19222,7325.959860051375,,,,,
227,Shasta,California ,12501,7053.824842148028,,,,,
228,Sierra,California ,130,4012.3456790123455,,,,,
229,Siskiyou,California ,1984,4418.708240534521,,,,,
230,Solano,California ,29009,7018.125338700937,,,,,
231,Sonoma,California ,21462,4435.415538627505,,,,,
232,Stanislaus,California ,47169,9168.767603648925,,,,,
233,Sutter,California ,5682,5997.656670572215,,,,,
234,Tehama,California ,3933,6197.31181948537,,,,,
235,Trinity,California ,336,2437.2551864210072,,,,,
236,Tulare,California ,35727,8079.759554388607,,,,,
237,Tuolumne,California ,2684,4847.828050212228,,,,,
238,Ventura,California ,35645,4329.432855834561,,,,,
239,Yolo,California ,12944,6444.642492618834,,,,,
240,Yuba,California ,3912,5421.661700505855,,,,,
241,Adams,Colorado ,31475,7127.4425219031555,,,,,
242,Alamosa,Colorado ,1346,8714.794431854969,,,,,
243,Arapahoe,Colorado ,36580,6395.0713545208655,,,,,
244,Archuleta,Colorado ,296,2449.520026481297,,,,,
245,Baca,Colorado ,36,950.3695881731784,,,,,
246,Bent,Colorado ,233,3585.166948761348,,,,,
247,Boulder,Colorado ,15151,5143.481788523493,,,,,
248,Broomfield,Colorado ,2430,4347.903880906798,,,,,
249,Chaffee,Colorado ,533,2992.868774215285,,,,,
250,Cheyenne,Colorado ,6,326.79738562091507,,,,,
251,Clear Creek,Colorado ,443,5500.372485721379,,,,,
252,Conejos,Colorado ,0,,,,,,
253,Costilla,Colorado ,0,,,,,,
254,Crowley,Colorado ,8,137.38622703074017,,,,,
255,Custer,Colorado ,72,1692.126909518214,,,,,
256,Delta,Colorado ,1421,4590.979581287154,,,,,
257,Denver,Colorado ,48921,8151.353476917747,,,,,
258,Dolores,Colorado ,56,2713.178294573644,,,,,
259,Douglas,Colorado ,7458,2612.5794755924544,,,,,
260,Eagle,Colorado ,2358,4517.501005804931,,,,,
261,Elbert,Colorado ,129,6198.942815953868,,,,,
262,El Paso,Colorado ,44381,7481.410681082977,,,,,
263,Fremont,Colorado ,1390,2968.563130018794,,,,,
264,Garfield,Colorado ,1053,5802.612001983799,,,,,
265,Gilpin,Colorado ,507,9318.140047785331,,,,,
266,Grand,Colorado ,547,3685.2388331199895,,,,,
267,Gunnison,Colorado ,901,5879.665883581311,,,,,
268,Hinsdale,Colorado ,48,5693.950177935943,,,,,
269,Huerfano,Colorado ,251,4246.320419556759,,,,,
270,Jackson,Colorado ,21,1506.4562410329984,,,,,
271,Jefferson,Colorado ,32074,6000.265647478313,,,,,
272,Kiowa,Colorado ,4,286.12303290414883,,,,,
273,Kit Carson,Colorado ,244,3205.4650551760383,,,,,
274,Lake,Colorado ,187,2558.139534883721,,,,,
275,La Plata,Colorado ,2493,4856.430435968365,,,,,
276,Larimer,Colorado ,16996,5672.3292060207605,,,,,
277,Las Animas,Colorado ,405,2611.72373766686,,,,,
278,Lincoln,Colorado ,30,633.3122229259025,,,,,
279,Logan,Colorado ,1145,5042.053811264256,,,,,
280,Mesa,Colorado ,8402,5754.203335273774,,,,,
281,Mineral,Colorado ,13,1825.8426966292127,,,,,
282,Moffat,Colorado ,687,4980.065241029359,,,,,
283,Montezuma,Colorado ,1121,4390.0528686117095,,,,,
284,Montrose,Colorado ,1894,4588.622928578351,,,,,
285,Morgan,Colorado ,944,3462.187339543754,,,,,
286,Otero,Colorado ,890,5169.909962242231,,,,,
287,Ouray,Colorado ,44,4400.0,,,,,
288,Park,Colorado ,330,2036.2828582006664,,,,,
289,Phillips,Colorado ,74,1665.9162539396668,,,,,
290,Pitkin,Colorado ,1014,5913.22603219034,,,,,
291,Prowers,Colorado ,352,2804.5574057844,,,,,
292,Pueblo,Colorado ,15258,9592.425642669885,,,,,
293,Rio Blanco,Colorado ,157,2355.235523552355,,,,,
294,Rio Grande,Colorado ,358,3087.271472921697,,,,,
295,Routt,Colorado ,911,4026.519337016575,,,,,
296,Saguache,Colorado ,184,3012.4426981008514,,,,,
297,San Juan,Colorado ,34,4864.0915593705295,,,,,
298,San Miguel,Colorado ,396,5381.165919282512,,,,,
299,Sedgwick,Colorado ,30,1261.034047919294,,,,,
300,Summit,Colorado ,1747,6435.807699392153,,,,,
301,Teller,Colorado ,559,2394.0042826552467,,,,,
302,Washington,Colorado ,171,3552.139592854176,,,,,
303,Weld,Colorado ,12515,5044.357292854868,,,,,
304,Yuma,Colorado ,157,1563.2779050084634,,,,,
305,Fairfield,Connecticut,37168,4132.6844324953,"474,545","434,720","39,825",8.4,81.55184661
306,Hartford,Connecticut,51597,5923.560955953009,"478,126","432,899","45,227",9.5,80.06563894
307,Litchfield,Connecticut,4774,4031.7200260110967,"108,368","98,908","9,460",8.7,80.68994759
308,Middlesex,Connecticut,5096,4735.091338202226,"93,110","85,758","7,352",7.9,80.77584227
309,New Haven,Connecticut,56176,6944.971583919847,"462,196","416,034","46,162",10.0,79.79294395
310,New London,Connecticut,7765,5307.949962403445,"144,548","131,697","12,851",8.9,80.25609199
311,Tolland,Connecticut,1645,3952.9965876868373,"86,139","79,397","6,742",7.8,81.18750947
312,Windham,Connecticut,1784,4175.443523849646,"64,682","58,039","6,643",10.3,78.8668415
313,Kent,Delaware,13083,8060.501509457212,"72,689","66,228","6,461",8.9,77.34216499
314,New Castle,Delaware,44664,8294.473879204203,"271,492","249,065","22,427",8.3,78.48791838
315,Sussex,Delaware,15928,8079.332471023866,"90,239","82,577","7,662",8.5,78.46238852
316,District of Columbia,District of Columbia,73705,12248.991645657554,,,,,
317,Alachua,Florida,21576,8759.301886562656,"128,370","118,072","10,298",8.0,78.27019236
318,Baker,Florida,789,2909.8285082057896,"11,552","10,246","1,306",11.3,75.09893979
319,Bay,Florida,16847,9977.376637528725,"86,072","77,054","9,018",10.5,76.66779207
320,Bradford,Florida,1367,4793.127629733521,"11,587","10,444","1,143",9.9,75.83551766
321,Brevard,Florida,40759,7501.067400842144,"265,643","235,757","29,886",11.3,78.55225027
322,Broward,Florida,152116,8701.959765821199,"936,563","841,473","95,090",10.2,79.23043390000001
323,Calhoun,Florida,260,1777.7777777777774,"5,314","4,777",537,10.1,75.91032602
324,Charlotte,Florida,9171,5732.663241195664,"66,293","57,846","8,447",12.7,80.21669818
325,Citrus,Florida,7857,5563.029255997055,"52,847","45,594","7,253",13.7,77.19581459
326,Clay,Florida,10451,5475.597935713725,"95,867","86,356","9,511",9.9,77.93436423
327,Collier,Florida,13537,4210.313510823587,"145,349","128,427","16,922",11.6,82.55102625
328,Columbia,Florida,4858,7193.733248434051,"28,788","25,669","3,119",10.8,75.23938747
329,De Soto,Florida,2657,7621.478974241294,,,,,
330,Dixie,Florida,1255,7642.187309706491,"5,749","5,008",741,12.9,75.21066828
331,Duval,Florida,92148,10662.032274897803,"454,798","403,171","51,627",11.4,76.31429150000001
332,Escambia,Florida,30972,10406.593665054988,"139,913","125,755","14,158",10.1,76.17130701
333,Flagler,Florida,4958,5180.989801036616,"41,338","36,208","5,130",12.4,79.56687687
334,Franklin,Florida,567,4909.5159754091255,"4,936","4,543",393,8.0,76.44992728
335,Gadsden,Florida,3476,7591.674492759952,"20,080","17,714","2,366",11.8,74.76171859
336,Gilchrist,Florida,348,2329.317269076305,"6,874","6,132",742,10.8,76.72584067
337,Glades,Florida,569,4416.330332194971,"5,544","5,017",527,9.5,79.19830423
338,Gulf,Florida,394,2483.767257139255,"6,232","5,591",641,10.3,76.5231083
339,Hamilton,Florida,804,5432.799513480641,"4,808","4,258",550,11.4,75.76838501
340,Hardee,Florida,1843,7114.731315626931,"11,764","10,410","1,354",11.5,78.22756885
341,Hendry,Florida,3275,8367.399080224834,"18,361","15,786","2,575",14.0,76.71076628
342,Hernando,Florida,10935,6328.930766648531,"66,470","57,464","9,006",13.5,77.41619935
343,Highlands,Florida,5823,5894.5599578887695,"37,247","32,587","4,660",12.5,78.79400318
344,Hillsborough,Florida,85258,6935.90926322743,"645,687","576,400","69,287",10.7,78.20426003
345,Holmes,Florida,585,2935.7153610678965,"7,190","6,445",745,10.4,74.77573585
346,Indian River,Florida,9400,6810.21242066827,"61,384","52,848","8,536",13.9,80.07747241
347,Jackson,Florida,3060,6268.821830250139,"18,938","17,214","1,724",9.1,76.22327635
348,Jefferson,Florida,775,5250.321793916402,"6,042","5,443",599,9.9,76.61048595
349,Lafayette,Florida,118,1330.32694475761,"3,404","3,156",248,7.3,76.85527076
350,Lake,Florida,16784,5650.189192464619,"134,021","118,246","15,775",11.8,78.88499182
351,Lee,Florida,37147,6003.516744942253,"283,236","247,790","35,446",12.5,80.29824289
352,Leon,Florida,26221,9518.05348346746,"149,972","138,074","11,898",7.9,79.00168809
353,Levy,Florida,3171,7771.868336560378,"17,327","15,262","2,065",11.9,75.44246936
354,Liberty,Florida,144,1721.4584578601316,"2,933","2,676",257,8.8,76.11394373
355,Madison,Florida,1375,7152.51768622555,"7,946","7,148",798,10.0,75.58138596
356,Manatee,Florida,29875,9254.010587517385,"147,572","130,750","16,822",11.4,79.91166762
357,Marion,Florida,20190,6094.211253916414,"132,351","114,297","18,054",13.6,77.52971872
358,Martin,Florida,7834,5354.091772714225,"66,636","59,472","7,164",10.8,80.91862987
359,Miami-Dade,Florida,273107,10939.88026926397,"1,225,397","1,089,226","136,171",11.1,80.09083552
360,Monroe,Florida,8236,11268.299356957175,"42,182","38,904","3,278",7.8,78.302377
361,Nassau,Florida,3393,4628.038301006629,"35,799","31,995","3,804",10.6,77.65335625
362,Okaloosa,Florida,11818,6535.709150435236,"89,046","81,547","7,499",8.4,78.29609884
363,Okeechobee,Florida,3165,7913.291329132912,"18,103","15,816","2,287",12.6,75.95278157
