,FIPS_ST,FIPS_CTY,CPOPCRIM,COUNTY,STATE,Crime_Count,Crime_rate
0,1,1,54834,Autauga,Alabama,3671,6694.751431593538
1,1,3,183142,Baldwin,Alabama,10546,5758.373284118335
2,1,5,27589,Barbour,Alabama,1520,5509.44216898039
3,1,7,10394,Bibb,Alabama,575,5532.037714065807
4,1,9,57598,Blount,Alabama,2828,4909.892704607799
5,1,11,10967,Bullock,Alabama,401,3656.423816905261
6,1,13,21048,Butler,Alabama,1702,8086.278981375903
7,1,15,119143,Calhoun,Alabama,11413,9579.245108818814
8,1,17,34380,Chambers,Alabama,3268,9505.526468877253
9,1,19,26114,Cherokee,Alabama,2309,8842.000459523628
10,1,21,43853,Chilton,Alabama,3478,7931.042346019656
11,1,23,13926,Choctaw,Alabama,230,1651.5869596438317
12,1,25,25957,Clarke,Alabama,1123,4326.385945987595
13,1,27,13999,Clay,Alabama,356,2543.038788484892
14,1,29,3908,Cleburne,Alabama,326,8341.862845445241
15,1,31,50188,Coffee,Alabama,3382,6738.662628516777
16,1,33,54690,Colbert,Alabama,3884,7101.846772718962
17,1,35,12706,Conecuh,Alabama,981,7720.761844797733
18,1,37,9634,Coosa,Alabama,560,5812.746522731991
19,1,39,37947,Covington,Alabama,2148,5660.526523835876
20,1,41,13785,Crenshaw,Alabama,691,5012.694958287994
21,1,43,80793,Cullman,Alabama,4579,5667.570210290496
22,1,45,50493,Dale,Alabama,3392,6717.762858217971
23,1,47,44031,Dallas,Alabama,6971,15832.027435216098
24,1,49,71451,De Kalb,Alabama,4033,5644.427649717988
25,1,51,79685,Elmore,Alabama,4116,5165.33852042417
26,1,53,38503,Escambia,Alabama,2873,7461.756226787524
27,1,55,104933,Etowah,Alabama,10294,9810.069282303946
28,1,57,17324,Fayette,Alabama,553,3192.103440314015
29,1,59,31568,Franklin,Alabama,1754,5556.2595032944755
30,1,61,26919,Geneva,Alabama,1429,5308.518147033694
31,1,63,8437,Greene,Alabama,685,8118.999644423373
32,1,65,4223,Hale,Alabama,132,3125.7399952640303
33,1,67,17385,Henry,Alabama,611,3514.524014955421
34,1,69,102036,Houston,Alabama,7971,7811.948723979773
35,1,71,52733,Jackson,Alabama,2817,5342.005954525629
36,1,73,658810,Jefferson,Alabama,79282,12034.122129293726
37,1,75,14634,Lamar,Alabama,227,1551.1821784884514
38,1,77,93155,Lauderdale,Alabama,4161,4466.748966775805
39,1,79,34504,Lawrence,Alabama,1453,4211.105958729423
40,1,81,140922,Lee,Alabama,9774,6935.751692425597
41,1,83,83180,Limestone,Alabama,2482,2983.8903582591965
42,1,85,11353,Lowndes,Alabama,942,8297.366334889457
43,1,87,21555,Macon,Alabama,1523,7065.646021804686
44,1,89,336422,Madison,Alabama,28175,8374.898193340508
45,1,91,20997,Marengo,Alabama,1413,6729.532790398629
46,1,93,30924,Marion,Alabama,1478,4779.4593196222995
47,1,95,93467,Marshall,Alabama,7960,8516.374763285437
48,1,97,414980,Mobile,Alabama,45048,10855.462913875368
49,1,99,21864,Monroe,Alabama,1480,6769.118185144529
50,1,101,230467,Montgomery,Alabama,24411,10591.971952600588
51,1,103,120065,Morgan,Alabama,7159,5962.603589722234
52,1,105,3704,Perry,Alabama,1,26.99784017278618
53,1,107,19230,Pickens,Alabama,424,2204.888195527821
54,1,109,33057,Pike,Alabama,2466,7459.842090933841
55,1,111,23023,Randolph,Alabama,1297,5633.496937844764
56,1,113,52646,Russell,Alabama,5308,10082.437412149071
57,1,115,83995,St Clair,Alabama,4352,5181.260789332699
58,1,117,195334,Shelby,Alabama,8337,4268.074170395323
59,1,119,13636,Sumter,Alabama,634,4649.457318861836
60,1,121,82687,Talladega,Alabama,7670,9275.944223396666
61,1,123,40769,Tallapoosa,Alabama,2697,6615.320464078099
62,1,125,195593,Tuscaloosa,Alabama,16208,8286.595123547366
63,1,127,25327,Walker,Alabama,3459,13657.361708848264
64,1,129,17666,Washington,Alabama,559,3164.270349824522
65,1,131,11726,Wilcox,Alabama,251,2140.5423844448233
66,1,133,24602,Winston,Alabama,1004,4080.9690269083812
67,2,13,0,Aleutians East,Alaska ,0,
68,2,16,4940,Aleutians West,Alaska ,236,4777.327935222672
69,2,20,296955,Anchorage,Alaska ,24208,8152.07691401054
70,2,50,6187,Bethel,Alaska ,338,5463.067722644254
71,2,60,1015,Bristol Bay,Alaska ,58,5714.285714285714
72,2,70,2370,Dillingham,Alaska ,204,8607.594936708861
73,2,90,34243,Fairbanks North Star,Alaska ,3183,9295.330432497152
74,2,100,1743,Haines,Alaska ,83,4761.9047619047615
75,2,110,31825,Juneau,Alaska ,2786,8754.124116260802
76,2,122,19292,Kenai Peninsula,Alaska ,1559,8081.069873522703
77,2,130,8192,Ketchikan Gateway,Alaska ,938,11450.1953125
78,2,150,6238,Kodiak Island,Alaska ,688,11029.176017954473
79,2,164,0,Lake and Peninsula,Alaska ,0,
80,2,170,14010,Matanuska-Susitna,Alaska ,1364,9735.902926481085
