STATE,COUNTY,YEAR,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age,Civilian_labor_force,Employed,Unemployed,Unemployment_rate,Crime_rate
Alabama,Autauga,2014,316.3565268,81.79425932,2.304966596,2.603192195,75.66802311,"25,602","24,107","1,495",5.8,6507.997581
Alabama,Baldwin,2014,272.036935,54.27857881,2.012194938,1.286499806,78.07568073,"86,415","81,115","5,300",6.1,4601.130084
Alabama,Barbour,2014,255.0948968,69.81735174,4.446570697,2.098992721,75.42168312,"8,848","7,916",932,10.5,6026.874453
Alabama,Bibb,2014,378.0906809,84.49397408,1.506702937,2.632926709,73.96740422,"8,562","7,945",617,7.2,2365.997639
Alabama,Blount,2014,307.8995272,87.05122078,1.312414587,1.926750072,76.16445162,"24,535","23,032","1,503",6.1,4819.339387
Alabama,Bullock,2014,322.5625141,51.49180532,4.448607496,2.917065857,73.85905748,"4,733","4,315",418,8.8,3958.057812
Alabama,Butler,2014,382.5523489,75.08567343,3.679589933,1.854389635,73.39030249,"9,272","8,480",792,8.5,7438.715131
Alabama,Calhoun,2014,368.2451226,87.32155194,2.102117267,2.090603113,74.02281022,"47,257","43,484","3,773",8,7957.484469
Alabama,Chambers,2014,326.3279717,84.00003163,3.84863305,2.535458918,74.06034174,"15,307","14,282","1,025",6.7,8179.558415
Alabama,Cherokee,2014,301.0726053,93.04178949,1.19383589,1.60790169,75.0811087,"11,390","10,729",661,5.8,6469.2899
Alabama,Chilton,2014,351.6980091,88.02436187,1.316431928,2.299903172,74.52738607,"19,102","17,906","1,196",6.3,6721.445805
Alabama,Choctaw,2014,356.8070138,60.18855077,2.447496058,1.568142483,75.28906806,"4,495","4,090",405,9,1584.049176
Alabama,Clarke,2014,313.4016848,69.29527731,2.383317775,1.5804338,75.46213234,"8,157","7,164",993,12.2,4397.914225
Alabama,Clay,2014,390.3689294,76.28496164,1.360064152,1.979391279,75.05595391,"5,513","5,119",394,7.1,2224.54464
Alabama,Cleburne,2014,360.1816298,92.84342299,1.159863007,2.18522135,74.29716905,"5,855","5,469",386,6.6,4497.301619
Alabama,Coffee,2014,310.9281178,79.42384079,1.968962585,1.487829684,76.48068444,"20,235","18,892","1,343",6.6,5723.221267
Alabama,Colbert,2014,308.3167841,80.43116974,1.423391997,2.081267696,75.07178963,"24,036","22,043","1,993",8.3,8660.825574
Alabama,Conecuh,2014,349.7845376,76.4043071,4.136761817,1.65908556,74.05050259,"4,718","4,231",487,10.3,5873.22333
Alabama,Coosa,2014,301.934496,78.66571899,1.897972449,2.769194763,75.18827303,"4,469","4,075",394,8.8,4828.055178
Alabama,Covington,2014,318.8565951,74.46935525,2.252822685,1.083183248,75.15398585,"15,915","14,679","1,236",7.8,4662.714309
Alabama,Crenshaw,2014,313.717931,107.9114362,3.282014412,1.879697099,74.06851014,"6,301","5,864",437,6.9,4223.160702
Alabama,Cullman,2014,350.9741932,89.77804404,1.24402591,1.925291545,75.30541456,"35,929","33,751","2,178",6.1,4826.436072
Alabama,Dale,2014,291.5507021,84.85451241,2.297544916,1.514325055,76.25515737,"20,323","18,885","1,438",7.1,6765.060241
Alabama,Dallas,2014,412.9776991,65.59020127,5.375200408,2.981327252,72.38922648,"16,008","14,209","1,799",11.2,13920.09237
Alabama,Elmore,2014,277.3647943,91.25148485,2.344332732,2.732107203,75.93431563,"36,557","34,469","2,088",5.7,5913.753659
Alabama,Escambia,2014,350.4919308,67.62916114,3.186476781,1.695561102,74.15178481,"14,369","13,220","1,149",8,4878.306041
Alabama,Etowah,2014,356.7112565,97.44109209,1.706381991,1.832055939,73.85404427,"43,735","40,655","3,080",7,9143.869582
Alabama,Fayette,2014,326.5580315,86.0715675,1.597444708,1.556584191,73.98258812,"6,351","5,853",498,7.8,2803.682804
Alabama,Franklin,2014,375.7631148,104.3217139,1.42400368,2.233441925,73.30726919,"13,718","12,658","1,060",7.7,5626.289887
Alabama,Geneva,2014,330.3783657,78.80285935,1.851007149,1.077366449,75.54368311,"10,796","10,075",721,6.7,4807.872189
Alabama,Greene,2014,304.9384714,57.37615375,3.829620004,2.302856771,74.05096141,"2,986","2,614",372,12.5,6500.742942
Alabama,Hale,2014,361.3224306,61.14943689,2.44684314,2.270361198,74.01266996,"6,034","5,438",596,9.9,2742.697761
Alabama,Henry,2014,300.747889,71.03991286,3.435714386,1.330245451,75.96750715,"6,778","6,270",508,7.5,3814.064362
Alabama,Houston,2014,300.2649346,66.90097814,3.396855123,1.27214856,76.80812063,"45,159","42,097","3,062",6.8,6023.703277
Alabama,Jackson,2014,355.9023941,94.68713117,1.143129305,2.314780375,74.13013636,"23,454","21,752","1,702",7.3,5666.835207
Alabama,Jefferson,2014,313.0075824,59.23854552,4.309557153,2.065167807,75.34314624,"312,247","292,621","19,626",6.3,10762.29906
Alabama,Lamar,2014,326.2765838,89.16809083,1.561785086,1.485926895,74.83260966,"5,626","5,234",392,7,1904.224557
Alabama,Lauderdale,2014,262.9965619,75.93796419,1.277485409,1.301717599,76.4972581,"43,489","40,362","3,127",7.2,4913.004504
Alabama,Lawrence,2014,353.6636501,92.3607093,1.118154465,2.118126875,74.33276038,"14,026","12,873","1,153",8.2,3917.672989
Alabama,Lee,2014,291.3464258,74.44775862,3.069491926,1.640483718,76.51751381,"71,372","67,385","3,987",5.6,5638.926489
Alabama,Limestone,2014,307.0612302,64.90666148,2.47156871,1.648044875,77.21481692,"39,591","37,177","2,414",6.1,3641.896752
Alabama,Lowndes,2014,399.5075417,55.88240775,5.592443776,3.355121829,72.57266331,"3,874","3,378",496,12.8,8151.143688
Alabama,Macon,2014,383.2197738,45.36125861,5.591791882,2.859973684,72.81199402,"8,239","7,489",750,9.1,10501.45349
Alabama,Madison,2014,228.2371273,61.87242413,1.793681889,2.186492336,78.06564997,"170,131","159,637","10,494",6.2,8261.226263
Alabama,Marengo,2014,371.2582246,62.26369171,2.060485039,2.052039398,74.68026646,"7,626","7,018",608,8,6529.612814
Alabama,Marion,2014,370.6450404,87.77241154,1.279489329,1.585399453,74.53914217,"12,293","11,322",971,7.9,4558.555574
Alabama,Marshall,2014,337.0628923,105.6263743,1.266986446,2.250238877,74.53037821,"39,915","37,254","2,661",6.7,6407.671141
Alabama,Mobile,2014,328.4830542,65.83369836,6.073830944,1.288842448,75.12711493,"185,382","171,027","14,355",7.7,9073.342308
Alabama,Monroe,2014,329.7644948,64.71955345,2.419091833,1.523592284,74.9691854,"7,617","6,775",842,11.1,6564.219313
Alabama,Montgomery,2014,276.232175,68.0358093,6.831834134,3.187399837,75.83401496,"105,042","97,838","7,204",6.9,9162.02106
Alabama,Morgan,2014,320.2937221,76.81815614,1.298534342,3.31598622,76.21298745,"56,053","52,357","3,696",6.6,5555.369128
Alabama,Perry,2014,399.7017396,67.18396369,2.548840756,2.104441092,72.30522158,"3,490","3,067",423,12.1,6175.099867
Alabama,Pickens,2014,338.9577534,63.9353767,2.323645225,1.600337894,74.5516309,"7,762","7,126",636,8.2,3436.018957
Alabama,Pike,2014,322.3845885,72.76967478,4.486333607,1.951470659,74.90191111,"14,953","13,852","1,101",7.4,8417.276939
Alabama,Randolph,2014,354.0620865,73.29556163,1.896903902,3.086790382,74.65191482,"9,277","8,653",624,6.7,3199.788444
Alabama,Russell,2014,294.7599044,80.35472933,4.459578415,2.765012495,74.42946613,"24,774","23,156","1,618",6.5,8837.868107
Alabama,Shelby,2014,232.5695549,53.62736705,1.121178647,2.030103132,79.53418046,"107,247","102,440","4,807",4.5,4471.216951
Alabama,Sumter,2014,325.6144264,51.48727928,4.217354373,1.967786213,74.82131302,"5,374","4,918",456,8.5,4224.92169
Alabama,Talladega,2014,337.146963,89.66725641,2.417463598,2.326632349,74.28689529,"35,399","32,651","2,748",7.8,9017.42677
Alabama,Tallapoosa,2014,318.1210746,83.09174994,2.435301781,3.21926886,75.01084601,"18,424","17,041","1,383",7.5,6235.498132
Alabama,Tuscaloosa,2014,305.4569177,71.00326051,2.185848293,1.483574884,75.79956916,"97,092","91,359","5,733",5.9,7817.60245
Alabama,Walker,2014,360.3473313,119.6986594,1.646990815,2.41325135,71.56804807,"25,761","23,724","2,037",7.9,8631.323152
Alabama,Washington,2014,341.0641181,64.48407015,2.252894514,1.224969902,74.81607809,"6,656","6,017",639,9.6,2303.871701
Alabama,Wilcox,2014,342.1955109,65.03424919,3.712687494,2.759423146,72.20820195,"2,865","2,380",485,16.9,4099.235284
Alabama,Winston,2014,310.4863987,109.5593952,1.378668846,1.780497058,74.51322907,"9,634","8,806",828,8.6,2183.689786
Arizona,Apache,2014,210.0003817,50.31606635,2.248532715,3.727024477,74.28083521,"21,129","17,823","3,306",15.6,1504.661555
Arizona,Cochise,2014,253.5318574,49.22518344,0.820051584,1.224730415,78.82568184,"50,772","46,508","4,264",8.4,4975.529416
Arizona,Coconino,2014,193.0161021,46.49164033,1.115911191,2.134641032,79.39500367,"71,960","66,866","5,094",7.1,7099.028958
Arizona,Gila,2014,249.6724114,69.64185866,1.372049866,0.896558975,76.26265371,"21,332","19,562","1,770",8.3,5442.280866
Arizona,Graham,2014,248.4116051,57.24412088,0.99632681,1.438774981,77.51518324,"14,387","13,320","1,067",7.4,2534.912498
Arizona,Greenlee,2014,233.5253352,55.05461925,0.834803845,1.174850321,78.25067376,"4,702","4,397",305,6.5,4020.640722
Arizona,La Paz,2014,184.9491953,45.07870202,1.36133544,1.000374316,80.68009173,"7,924","7,324",600,7.6,6680.873121
Arizona,Maricopa,2014,203.0554297,51.21434802,1.981379267,0.704536068,80.05669046,"1,954,459","1,841,230","113,229",5.8,6894.662694
