STATE,COUNTY,YEAR,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age,Civilian_labor_force,Employed,Unemployed,Unemployment_rate,Crime_rate
Alabama,Autauga,2012,318.2729188,81.95516354,2.222972733,2.583098512,75.56609112,"25,740","23,961","1,779",6.9,7171.635778
Alabama,Baldwin,2012,270.0306822,52.76692092,2.098048504,1.291171429,78.16067583,"84,414","78,065","6,349",7.5,5813.823233
Alabama,Barbour,2012,255.313351,68.67178789,4.425094715,2.103539901,75.4467227,"9,362","8,283","1,079",11.5,4079.637018
Alabama,Bibb,2012,373.6395928,82.76745659,1.522422425,2.681019259,74.03317286,"8,798","8,047",751,8.5,3924.399527
Alabama,Blount,2012,300.1978959,84.15781692,1.281335173,1.838241477,76.4079113,"24,960","23,244","1,716",6.9,5090.745825
Alabama,Bullock,2012,326.0475875,51.14110737,4.384051267,2.929316572,73.96634353,"4,736","4,245",491,10.4,4232.804233
Alabama,Butler,2012,372.3024404,72.39513059,3.613026716,1.845756422,73.60423946,"9,088","8,039","1,049",11.5,7051.560314
Alabama,Calhoun,2012,352.397472,80.93809658,2.125135316,2.032322918,74.21675371,"49,649","45,252","4,397",8.9,10203.77103
Alabama,Chambers,2012,332.2996231,81.61575984,3.880293244,2.506999095,73.89116744,"15,140","13,646","1,494",9.9,9035.95011
Alabama,Cherokee,2012,293.5534299,87.87246205,1.249673731,1.571695087,75.20597669,"11,268","10,363",905,8,8630.838621
Alabama,Chilton,2012,351.0418411,87.70501237,1.294961872,2.24173679,74.45248777,"19,383","17,982","1,401",7.2,6907.036373
Alabama,Choctaw,2012,360.173192,59.12490833,2.540904462,1.671117176,75.20649351,"4,791","4,297",494,10.3,1507.692308
Alabama,Clarke,2012,309.2286524,67.86024026,2.373821225,1.586439398,75.58589113,"8,374","7,116","1,258",15,5709.906865
Alabama,Clay,2012,380.9792188,73.89207818,1.395730902,1.998697561,75.27298782,"5,413","4,905",508,9.4,2902.715907
Alabama,Cleburne,2012,348.7289936,87.71656145,1.18963179,2.237892944,74.57544841,"5,838","5,358",480,8.2,4075.193018
Alabama,Coffee,2012,305.5425134,78.48400241,1.93164755,1.50920966,76.54320246,"20,612","19,159","1,453",7,5363.795856
Alabama,Colbert,2012,299.3272092,78.31480506,1.485911132,2.074802696,75.30628945,"24,026","21,922","2,104",8.8,8605.726188
Alabama,Conecuh,2012,345.7716243,73.70680275,4.168067877,1.672396702,74.05308328,"4,635","4,082",553,11.9,7417.54066
Alabama,Coosa,2012,293.3619166,75.12357229,1.876385325,2.703576987,75.31946047,"4,445","4,029",416,9.4,5510.752688
Alabama,Covington,2012,309.4521147,72.51187869,2.214757057,1.08046952,75.32711105,"16,345","14,978","1,367",8.4,5801.99419
Alabama,Crenshaw,2012,308.4186672,102.9112529,3.196736332,1.839138161,74.36507148,"6,251","5,732",519,8.3,4595.478882
Alabama,Cullman,2012,347.9691165,86.87727685,1.241997808,1.944797491,75.32668391,"35,568","32,835","2,733",7.7,5589.977615
Alabama,Dale,2012,285.6831291,84.28023763,2.295287975,1.477657708,76.36560647,"21,370","19,781","1,589",7.4,6088.167977
Alabama,Dallas,2012,407.0310741,66.00442835,5.496564489,2.873477778,72.32547591,"16,746","14,583","2,163",12.9,12306.34855
Alabama,Elmore,2012,271.9660947,86.83067334,2.382210678,2.622862835,76.10439917,"36,629","34,087","2,542",6.9,5849.60986
Alabama,Escambia,2012,346.0966583,66.80052806,3.164178601,1.745950538,74.25384964,"14,732","13,374","1,358",9.2,7299.72809
Alabama,Etowah,2012,354.4280776,94.86856575,1.839015915,1.849156593,73.90508047,"44,232","40,589","3,643",8.2,9767.899615
Alabama,Fayette,2012,322.1332122,83.21956093,1.58587366,1.52173182,74.22840582,"6,503","5,943",560,8.6,2567.967074
Alabama,Franklin,2012,378.722648,100.3317311,1.448207116,2.191068334,73.47142845,"13,976","12,806","1,170",8.4,5644.758216
Alabama,Geneva,2012,323.0463418,76.97758307,1.865703324,1.093366986,75.63554192,"11,274","10,421",853,7.6,5054.111347
Alabama,Greene,2012,297.2385832,56.41100219,3.912625044,2.30192191,74.0425499,"3,125","2,701",424,13.6,5712.567649
Alabama,Hale,2012,354.9222229,59.99564025,2.529224787,2.309628909,74.14562491,"6,212","5,499",713,11.5,2176.580766
Alabama,Henry,2012,304.238971,70.86722256,3.532934424,1.337598038,75.82376518,"7,030","6,447",583,8.3,4719.139687
Alabama,Houston,2012,298.9117202,67.40763823,3.425982645,1.333654947,76.79583367,"46,054","42,578","3,476",7.5,7947.071415
Alabama,Jackson,2012,345.6147868,90.0675687,1.148947897,2.111704339,74.32197057,"23,731","21,695","2,036",8.6,6171.485735
Alabama,Jefferson,2012,302.9064838,60.90670877,4.698772804,2.390717247,75.28042274,"316,511","293,020","23,491",7.4,11188.11761
Alabama,Lamar,2012,323.4270443,84.49334732,1.587633179,1.469969732,74.97380064,"5,806","5,369",437,7.5,2303.730512
Alabama,Lauderdale,2012,261.5846923,73.9325283,1.272754501,1.249105368,76.66297817,"43,409","40,084","3,325",7.7,5493.054512
Alabama,Lawrence,2012,350.071783,88.35959741,1.180376609,2.079998761,74.48818241,"14,391","13,094","1,297",9,4273.860155
Alabama,Lee,2012,275.6375761,68.76495379,2.819840133,1.498235728,77.08809532,"68,918","64,247","4,671",6.8,6109.93863
Alabama,Limestone,2012,303.8951803,63.80428051,2.424112957,1.629352896,77.17121514,"38,990","36,311","2,679",6.9,4047.274594
Alabama,Lowndes,2012,390.637918,54.98471017,5.83748732,3.443666644,72.73346979,"4,081","3,452",629,15.4,6596.53952
Alabama,Macon,2012,369.7142859,43.75334774,5.53823125,2.807501304,73.10945248,"8,286","7,397",889,10.7,13622.04354
Alabama,Madison,2012,235.2845609,61.31096381,1.795207157,2.043351308,77.9885122,"170,209","158,399","11,810",6.9,8669.105093
Alabama,Marengo,2012,359.3768513,61.98477744,2.139633601,2.054745553,74.82136155,"7,650","6,873",777,10.2,6076.508092
Alabama,Marion,2012,353.3787932,84.09743901,1.298444515,1.539048478,74.67952869,"12,451","11,340","1,111",8.9,4758.656532
Alabama,Marshall,2012,338.2156856,104.0563852,1.334558915,2.313305364,74.50341768,"40,686","37,523","3,163",7.8,6405.652593
Alabama,Mobile,2012,338.1206321,64.11746795,6.588821279,1.333052935,74.84976932,"188,626","171,312","17,314",9.2,9724.237325
Alabama,Monroe,2012,322.346382,63.81933375,2.43227487,1.537913179,74.97903082,"7,971","6,971","1,000",12.5,6445.238991
Alabama,Montgomery,2012,269.8324796,65.23690249,6.951077605,2.884477628,76.04588319,"107,320","98,666","8,654",8.1,11687.64273
Alabama,Morgan,2012,321.5968629,74.57447282,1.473431275,3.34682538,76.13344542,"57,410","52,931","4,479",7.8,6951.467597
Alabama,Perry,2012,381.7651297,65.06942985,2.659854187,2.126749326,72.52777203,"3,683","3,192",491,13.3,
Alabama,Pickens,2012,335.3125552,62.05426254,2.281817254,1.604506653,74.66523837,"7,467","6,709",758,10.2,2719.065321
Alabama,Pike,2012,324.7800456,71.52537147,4.436283401,1.879648306,74.96275118,"15,017","13,819","1,198",8,7852.452568
Alabama,Randolph,2012,341.9969336,70.62706162,1.846265465,2.984008703,75.00002159,"9,143","8,304",839,9.2,6720.29647
Alabama,Russell,2012,307.1533032,80.04792052,4.326426849,2.65561668,74.05850641,"24,911","22,725","2,186",8.8,10129.29047
Alabama,Shelby,2012,234.0821144,56.49987902,1.141662765,1.926880973,79.22453318,"105,458","100,158","5,300",5,4542.70017
Alabama,Sumter,2012,321.7885776,50.85606701,4.190390749,1.963740017,74.82248237,"5,417","4,848",569,10.5,5726.277919
Alabama,Talladega,2012,338.3181318,87.45942843,2.507340038,2.461800196,74.06310815,"35,013","31,731","3,282",9.4,9132.598302
Alabama,Tallapoosa,2012,315.5393498,79.72737277,2.375639278,3.125444405,74.98272265,"18,441","16,850","1,591",8.6,6695.300037
Alabama,Tuscaloosa,2012,306.1529636,70.44602596,2.149770819,1.629919439,75.85325777,"95,340","88,683","6,657",7,8277.147316
Alabama,Walker,2012,359.535222,114.5032951,1.642161367,2.146753931,71.69467164,"26,574","24,136","2,438",9.2,9226.194923
Alabama,Washington,2012,343.1628359,63.95603626,2.242128595,1.290996104,74.90057353,"6,875","6,054",821,11.9,3388.078557
Alabama,Wilcox,2012,332.8412565,63.6968432,3.797909631,2.774396506,72.54210423,"2,883","2,308",575,19.9,3443.789035
Alabama,Winston,2012,308.6309665,104.6659243,1.424099396,1.726900407,74.52505334,"9,607","8,647",960,10,5756.397134
Arizona,Apache,2012,197.9757894,48.74279918,2.403344012,3.55390361,74.5812136,"22,806","18,482","4,324",19,1428.981761
Arizona,Cochise,2012,250.5716381,50.35244368,0.902509264,1.309196079,78.75641183,"53,898","49,027","4,871",9,6529.516324
Arizona,Coconino,2012,192.0548426,47.31488764,1.208615342,2.180101107,79.17445989,"71,032","64,922","6,110",8.6,6991.52075
Arizona,Gila,2012,242.6876164,67.42277235,1.390109743,0.910640702,76.507009,"20,923","18,786","2,137",10.2,4578.07309
Arizona,Graham,2012,241.1396792,57.07700451,1.076964617,1.559188146,77.46274773,"14,472","13,242","1,230",8.5,4473.816176
Arizona,Greenlee,2012,229.5598891,55.66255521,0.883728091,1.231640524,78.16726363,"3,553","3,261",292,8.2,4229.885057
Arizona,La Paz,2012,186.368672,47.84957699,1.436151425,1.01913815,80.40176492,"8,137","7,441",696,8.6,8195.075869
Arizona,Maricopa,2012,206.8542525,49.93791371,1.905515814,0.719756034,79.98646223,"1,895,634","1,757,601","138,033",7.3,7768.685722
Arizona,Mohave,2012,303.6204954,73.94646413,1.896032272,2.189986728,75.28490735,"77,570","69,021","8,549",11,7286.895223
Arizona,Navajo,2012,226.9820192,50.77906875,1.572347854,2.328583266,75.63577081,"42,957","36,890","6,067",14.1,5226.121396
Arizona,Pima,2012,223.9406802,51.02286391,1.984989493,0.874125794,79.03509732,"462,896","428,796","34,100",7.4,5695.098509
Arizona,Pinal,2012,193.7968826,50.42383574,1.514715157,0.625486483,79.83901732,"148,689","135,995","12,694",8.5,5444.613336
Arizona,Santa Cruz,2012,170.8482531,31.44584812,0.87153713,0.825446704,81.73493098,"20,121","17,014","3,107",15.4,3410.341034
Arizona,Yavapai,2012,212.519026,55.48579161,1.066788927,1.352032956,78.91488003,"92,384","84,442","7,942",8.6,4723.133879
Arizona,Yuma,2012,186.368672,47.84957699,1.436151425,1.01913815,80.40176492,"93,806","71,429","22,377",23.9,5755.622189
Arkansas,Arkansas,2012,405.950841,73.8915196,1.524728235,2.450573291,74.61418479,"9,913","9,044",869,8.8,9665.682345
