STATE,COUNTY,YEAR,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age,Civilian_labor_force,Employed,Unemployed,Unemployment_rate,Crime_rate
Alabama,Autauga,2009,327.1495048,78.58329642,2.72533238,2.503481956,75.53468979,24703,22301,2402,9.7,5797.270727
Alabama,Baldwin,2009,277.4019978,54.3040296,2.64383471,1.374905778,77.64190155,82451,74403,8048,9.8,5161.599661
Alabama,Barbour,2009,267.1810353,67.96811641,5.275397295,2.096421748,75.01160144,10003,8572,1431,14.3,5218.866644
Alabama,Bibb,2009,376.3146825,79.66201521,2.017450691,2.52967243,73.94638269,8742,7581,1161,13.3,3347.776511
Alabama,Blount,2009,313.9599742,81.24387073,1.808402889,1.831382143,76.19698034,26480,23832,2648,10,4522.777883
Alabama,Bullock,2009,346.235602,53.60571919,5.623063069,3.118878053,73.37820613,3739,3156,583,15.6,5465.699944
Alabama,Butler,2009,375.8912473,70.32138477,4.503520775,1.818679422,73.53572961,9104,7615,1489,16.4,6275.253155
Alabama,Calhoun,2009,374.7165665,82.23094931,3.001320768,2.186703357,73.94425187,53925,47929,5996,11.1,11037.62428
Alabama,Chambers,2009,337.1357231,78.30819464,4.947201388,2.504739107,73.86396764,14650,11777,2873,19.6,8595.137575
Alabama,Cherokee,2009,308.5089775,84.95526904,1.652619854,1.508038585,75.06415468,11758,10384,1374,11.7,2897.612303
Alabama,Chilton,2009,362.8455376,82.20257321,1.81216512,2.262981608,74.32897874,19445,17375,2070,10.6,8614.345599
Alabama,Choctaw,2009,356.6342133,58.24272276,3.314888094,1.612953609,74.88173269,5134,4442,692,13.5,1248.714559
Alabama,Clarke,2009,324.1644122,68.22126929,3.118796092,1.646933092,75.07194866,10381,8664,1717,16.5,4204.753199
Alabama,Clay,2009,391.1810999,72.48564471,1.970008368,1.980507951,74.86766678,5643,4703,940,16.7,3408.104197
Alabama,Cleburne,2009,364.0249501,84.49632085,1.658775011,2.185281301,74.29133172,6514,5851,663,10.2,5890.621862
Alabama,Coffee,2009,315.6659451,77.28483963,2.450781126,1.494291409,76.32603216,21436,19612,1824,8.5,3792.81882
Alabama,Colbert,2009,303.6115069,77.1443917,1.987527682,2.050277035,75.2619869,25414,22461,2953,11.6,7441.902852
Alabama,Conecuh,2009,334.8795211,67.46756808,5.018289153,1.538191308,73.83639283,4908,3930,978,19.9,4540.349751
Alabama,Coosa,2009,299.699334,73.0396102,2.473326074,2.642091525,75.13408981,4593,3856,737,16,6436.610548
Alabama,Covington,2009,318.6326191,70.07795353,2.839573887,1.099357964,75.11184763,16719,14912,1807,10.8,5686.062246
Alabama,Crenshaw,2009,312.4030712,99.83269627,3.958128814,1.853708042,74.18613768,6439,5768,671,10.4,4872.321691
Alabama,Cullman,2009,363.485138,85.36456793,1.617297119,1.780971992,75.22678383,38537,34585,3952,10.3,5151.437653
Alabama,Dale,2009,308.4486847,83.22398335,2.957216362,1.551006372,75.88800422,20033,18100,1933,9.6,5910.48202
Alabama,Dallas,2009,410.2944034,64.20173749,6.754074967,2.931143497,72.15485373,15868,12516,3352,21.1,13254.9589
Alabama,Elmore,2009,283.7473285,83.39702928,2.86765494,2.371073057,75.84782592,36392,32944,3448,9.5,5101.057506
Alabama,Escambia,2009,345.3206786,64.7489001,3.996581281,1.796866912,74.0382474,14762,12770,1992,13.5,6406.603648
Alabama,Etowah,2009,379.0495357,92.17918372,2.457942734,1.835908314,73.45328426,44993,39838,5155,11.5,7918.272938
Alabama,Fayette,2009,324.7079002,79.55773917,2.104877895,1.527511236,74.14127412,6971,5993,978,14,3121.112745
Alabama,Franklin,2009,379.5454173,93.27773947,1.881634207,2.115807145,73.45497742,13240,11463,1777,13.4,3978.247499
Alabama,Geneva,2009,329.14866,76.64555714,2.324513366,1.079129753,75.42333286,11173,9970,1203,10.8,3399.084862
Alabama,Greene,2009,296.7900267,53.25899385,5.11375314,2.187997928,73.79693267,3131,2653,478,15.3,12021.5381
Alabama,Hale,2009,369.4330545,58.51062516,3.307156824,2.239665256,73.83013277,6869,5890,979,14.3,6161.111416
Alabama,Henry,2009,316.7603656,71.09741718,4.232981859,1.354316489,75.53009291,7132,6334,798,11.2,4313.701995
Alabama,Houston,2009,310.4587128,67.18337186,4.136704524,1.3124873,76.39751552,45903,41638,4265,9.3,10494.35897
Alabama,Jackson,2009,358.5336443,86.66625335,1.5452469,2.108610844,74.16418451,26370,23005,3365,12.8,4621.008739
Alabama,Jefferson,2009,306.6556591,60.84184161,5.745854745,2.151283709,74.83030219,307018,274011,33007,10.8,13897.48223
