STATE,COUNTY,YEAR,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age,Civilian_labor_force,Employed,Unemployed,Unemployment_rate,Crime_rate
Alabama,Autauga,2010,316.8233106,77.75150486,2.373734822,2.377812552,75.74020163,"25,713","23,431","2,282",8.9,6100.309688
Alabama,Baldwin,2010,279.9784532,55.12052871,2.274115419,1.265390646,77.79579474,"83,459","75,120","8,339",10,4992.181713
Alabama,Barbour,2010,264.634197,67.52127143,4.66890982,2.058278455,75.33833845,"10,221","8,959","1,262",12.3,3532.268747
Alabama,Bibb,2010,374.27029,80.508688,1.740583901,2.499026982,74.13410346,"8,934","7,914","1,020",11.4,4075.932795
Alabama,Blount,2010,307.4455011,80.48083876,1.480465635,1.781619656,76.40800546,"24,906","22,460","2,446",9.8,1147.901329
Alabama,Bullock,2010,344.7414994,53.24774667,5.101954522,3.079079941,73.61464273,"4,941","4,356",585,11.8,2382.261316
Alabama,Butler,2010,377.3321547,70.42765702,4.09182593,1.815296717,73.63399115,"9,261","7,998","1,263",13.6,5824.223039
Alabama,Calhoun,2010,371.1881195,82.19681927,2.554777219,1.997312372,74.11151762,"51,559","45,699","5,860",11.4,8715.379685
Alabama,Chambers,2010,329.5456862,78.14007471,4.411610555,2.444445778,74.09009517,"14,754","12,554","2,200",14.9,15235.58831
Alabama,Cherokee,2010,300.2346979,84.91970367,1.434543041,1.536379429,75.25511248,"11,464","10,245","1,219",10.6,5933.279464
Alabama,Chilton,2010,351.9697206,83.88003259,1.489181745,2.204863959,74.49877617,"19,462","17,464","1,998",10.3,6434.021493
Alabama,Choctaw,2010,354.3287322,58.57442695,2.840614946,1.601940482,75.1886002,"4,860","4,216",644,13.3,1202.522364
Alabama,Clarke,2010,316.857039,66.91771859,2.701728906,1.602431723,75.29484352,"9,108","7,300","1,808",19.9,2938.102427
Alabama,Clay,2010,379.9581052,72.85751899,1.646313691,1.978367201,75.25078258,"5,851","5,005",846,14.5,1492.965834
Alabama,Cleburne,2010,361.2120422,85.64915842,1.386343654,2.153563134,74.52561557,"6,033","5,429",604,10,4114.346781
Alabama,Coffee,2010,304.7919496,76.12839153,2.162049741,1.467322699,76.50062492,"21,088","19,271","1,817",8.6,5689.917514
Alabama,Colbert,2010,298.781127,76.78740274,1.737327254,2.014820844,75.25900854,"24,228","21,453","2,775",11.5,5205.041523
Alabama,Conecuh,2010,334.8816244,69.99567822,4.571700222,1.576836672,74.07535219,"4,991","4,131",860,17.2,5947.01463
Alabama,Coosa,2010,296.1600971,73.66683623,2.155194611,2.597471032,75.21058582,"4,654","3,937",717,15.4,59.61844197
Alabama,Covington,2010,312.3245431,70.43857984,2.542300299,1.118793129,75.41793707,"16,417","14,721","1,696",10.3,4551.833708
Alabama,Crenshaw,2010,311.509198,99.07188285,3.421397677,1.794792597,74.46553981,"6,285","5,646",639,10.2,3248.347498
Alabama,Cullman,2010,352.4025079,83.93129939,1.411824576,1.793355164,75.4808837,"35,959","32,202","3,757",10.4,5265.776186
Alabama,Dale,2010,298.5132082,81.45172874,2.509092178,1.53470545,76.32848976,"22,072","20,124","1,948",8.8,4614.547214
Alabama,Dallas,2010,403.3259127,63.28255714,5.855465488,2.809975852,72.48009704,"17,808","14,806","3,002",16.9,7754.450023
Alabama,Elmore,2010,281.1109222,84.13864704,2.578029631,2.491135052,75.94841836,"36,683","33,362","3,321",9.1,1818.342307
Alabama,Escambia,2010,341.1448211,65.019694,3.511287657,1.694491825,74.30179011,"15,007","13,238","1,769",11.8,5268.926642
Alabama,Etowah,2010,364.1838191,90.11532587,2.187830479,1.897462771,73.85992697,"44,000","39,193","4,807",10.9,8800.153213
