STATE,COUNTY,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age, Civilian_labor_force_2013 , Employed_2013 , Unemployed_2013 ,Unemployment_rate_2013,Crime_rate
Alabama,Autauga,319.3322514,80.85250245,2.228915097,2.593855158,75.50341086,"25,810","24,205","1,605",6.2,6636.072261
Alabama,Baldwin,280.70467030000003,54.6091456,2.059402149,1.295183454,77.87371963,"85,280","79,626","5,654",6.6,5443.2501219999995
Alabama,Barbour,257.12567459999997,69.27839925,4.386389949,2.1111157609999998,75.44977982,"9,099","8,168",931,10.2,5832.216763
Alabama,Bibb,370.905746,83.29910977,1.4569408330000002,2.547379148,73.99439968,"8,705","8,016",689,7.9,2781.851309
Alabama,Blount,298.4762189,83.34006205,1.23547452,1.8850175269999998,76.48091949,"24,887","23,325","1,562",6.3,4976.883798
Alabama,Bullock,324.0171753,50.96263101,4.3187550980000005,2.922482172,73.87655304,"4,778","4,331",447,9.4,3413.926499
Alabama,Butler,370.90605780000004,72.57121237,3.5665448669999997,1.8085330780000002,73.6754061,"9,147","8,206",941,10.3,5860.988109000001
Alabama,Calhoun,363.8190816,84.19178823,2.057972136,2.0286712419999997,74.11418529,"48,405","44,163","4,242",8.8,8556.543163
Alabama,Chambers,326.3876309,81.56097463,3.8268310139999997,2.513927334,74.05602136,"15,275","14,058","1,217",8.0,8608.785074
Alabama,Cherokee,296.4121493,91.11464364,1.164347754,1.5862039369999998,75.19248621,"11,403","10,649",754,6.6,8249.125908
Alabama,Chilton,361.358589,89.56656701,1.258189418,2.320699677,74.31376537,"19,359","18,090","1,269",6.6,7017.423828
Alabama,Choctaw,357.8638093,59.61308787,2.484869952,1.588800021,75.18600584,"4,703","4,270",433,9.2,1472.639901
Alabama,Clarke,310.514926,68.76535091,2.3098675490000002,1.586971172,75.46967971,"8,285","7,145","1,140",13.8,3838.654643
Alabama,Clay,383.36537930000003,75.85107786,1.333258531,1.994799969,75.22362544,"5,393","4,943",450,8.3,2468.5783100000003
Alabama,Cleburne,354.6817562,89.76596585,1.139033819,2.22764502,74.41329749,"5,830","5,383",447,7.7,2915.116672
Alabama,Coffee,301.12793230000005,76.91695247,1.8749574759999998,1.45639731,76.69518076,"20,516","19,105","1,411",6.9,5133.868031
Alabama,Colbert,300.2532159,78.13953743,1.404884478,2.012289831,75.18716685,"23,896","21,937","1,959",8.2,7519.5707299999995
Alabama,Conecuh,344.88478219999996,73.87988906,3.970687688,1.653458401,74.1608906,"4,695","4,191",504,10.7,6298.419585000001
Alabama,Coosa,298.518473,76.80492778,1.823389678,2.705789998,75.20101004,"4,452","4,044",408,9.2,5036.855036999999
Alabama,Covington,308.2209915,72.51410695,2.17080187,1.062310168,75.35064657,"16,066","14,768","1,298",8.1,6668.267691
Alabama,Crenshaw,304.409372,104.8660732,3.133100631,1.841236119,74.29239836,"6,311","5,828",483,7.7,4506.0912960000005
Alabama,Cullman,347.74958139999984,87.11416067,1.182611081,1.848538333,75.30500169,"35,783","33,402","2,381",6.7,4396.274049000001
Alabama,Dale,292.80569810000014,85.6182359,2.244747638,1.484536551,76.18398565,"20,750","19,220","1,530",7.4,6407.419329
Alabama,Dallas,407.05509969999997,64.82834059,5.015778044,2.8036492010000003,72.38933046,"16,293","14,301","1,992",12.2,11574.07407
Alabama,Elmore,275.49132599999996,90.17222407,2.36115251,2.758047079,75.96957001,"36,930","34,658","2,272",6.2,6190.95254
Alabama,Escambia,340.8520838,67.51987801,3.1051345689999996,1.709868194,74.22909424,"14,292","13,065","1,227",8.6,4682.344868
Alabama,Etowah,357.5910232,98.26372075,1.7610067059999999,1.917934431,73.76693671,"43,862","40,538","3,324",7.6,9754.918598
Alabama,Fayette,325.59069710000006,84.55706043,1.50517188,1.51781969,74.18010131,"6,406","5,875",531,8.3,2479.143246
Alabama,Franklin,370.4791894,101.19067609999999,1.3846829180000002,2.243302153,73.4557339,"13,678","12,578","1,100",8.0,5109.23629
Alabama,Geneva,327.3178518,78.51878377,1.804766284,1.057264769,75.61141918,"11,044","10,276",768,7.0,5666.815013
Alabama,Greene,298.3838126,56.58006516,3.805715963,2.282413645,74.08969844,"2,997","2,614",383,12.8,6131.155534
Alabama,Hale,359.6523549,60.550445499999995,2.473173257,2.234832865,74.11867546,"6,208","5,486",722,11.6,3506.453118
Alabama,Henry,301.30647789999995,70.35898885,3.306312821,1.3002160409999999,76.03856206,"6,954","6,421",533,7.7,4129.863929
Alabama,Houston,305.43504900000005,68.72584409,3.430209301,1.341559523,76.56580255,"45,711","42,553","3,158",6.9,7171.862972
Alabama,Jackson,343.8002978,92.99401273,1.080546501,2.305857502,74.30097405,"23,687","21,822","1,865",7.9,5681.133506
Alabama,Jefferson,303.8624127,60.94305276,4.601756663,2.212945104,75.17860708,"315,405","294,426","20,979",6.7,10874.04581
Alabama,Lamar,326.5898381,86.42515358,1.514768024,1.462254369,74.81018764,"5,802","5,394",408,7.0,1869.620432
Alabama,Lauderdale,263.722317,74.1351763,1.25649711,1.293924405,76.48111257,"43,150","40,083","3,067",7.1,5952.71571
Alabama,Lawrence,350.8090017,89.57125291,1.099431211,2.053690514,74.49300040000001,"14,282","13,093","1,189",8.3,4171.961033
Alabama,Lee,289.9750302,70.85558979999998,2.883646492,1.5928707930000001,76.66401228,"70,523","66,379","4,144",5.9,8903.92898
Alabama,Limestone,295.0374288000001,62.91519605,2.420282902,1.637961704,77.47898494,"39,435","36,969","2,466",6.3,4241.336772
Alabama,Lowndes,398.4065483,55.10280774,5.494675697000001,3.394757392,72.71479949,"4,009","3,443",566,14.1,6894.618834000001
Alabama,Macon,378.15097280000003,44.5991416,5.4649609120000004,2.824917642,72.92398445,"8,414","7,603",811,9.6,11518.987340000001
Alabama,Madison,226.89129029999998,61.24924073,1.906535359,2.279846145,78.11511279,"171,363","160,551","10,812",6.3,8579.329915999999
Alabama,Marengo,362.0666202,62.23034763,1.980277625,2.00259193,74.67917223,"7,634","6,955",679,8.9,6565.5547719999995
Alabama,Marion,361.96321439999997,85.99619551,1.266185037,1.553638132,74.61774836,"12,487","11,499",988,7.9,4064.0434909999994
Alabama,Marshall,341.7710967,103.3828069,1.253812641,2.2048069040000002,74.44765405,"40,614","37,841","2,773",6.8,6730.724865000001
Alabama,Mobile,340.1570671,65.39041923,5.6345748,1.4333245119999998,74.9742147,"187,046","171,088","15,958",8.5,10221.460140000001
Alabama,Monroe,320.4456585,63.70259578,2.3881480319999997,1.533433922,75.10328961,"7,766","6,843",923,11.9,6628.190098
Alabama,Montgomery,273.4446105,64.76964692,6.489394598,2.893773757,75.90237711,"106,360","98,613","7,747",7.3,8102.402834999999
Alabama,Morgan,319.999383,74.89447399,1.306975488,3.2016091760000003,76.26809109,"57,001","53,090","3,911",6.9,5936.0882
Alabama,Perry,392.4198917,66.09610075,2.517252193,2.1029243440000003,72.36311003,"3,566","3,083",483,13.5,9734.76298
Alabama,Pickens,335.0992977,62.8823488,2.177335029,1.5564585919999998,74.64873741,"7,420","6,727",693,9.3,2287.1800350000003
Alabama,Pike,329.2748423,71.97989804,4.365398603,1.873869856,74.70906553,"14,924","13,785","1,139",7.6,7643.024725
Alabama,Randolph,347.9340967,71.92438014,1.82770235,3.1073955339999997,74.82329452,"9,212","8,498",714,7.8,4358.792814
Alabama,Russell,293.7639034,80.04803382,4.023829847,2.546821616,74.50354604,"25,018","23,208","1,810",7.2,9235.99898
Alabama,Shelby,229.46698419999998,54.83771280000001,1.096893547,2.000093376,79.49284335,"107,004","102,054","4,950",4.6,4437.33051
Alabama,Sumter,326.2610287,51.83144869,4.113372978,2.001582268,74.70384666,"5,463","4,969",494,9.0,5231.922536
Alabama,Talladega,345.2754662,90.46511678,2.381336089,2.360282757,73.81398155,"35,771","32,700","3,071",8.6,9307.566071
Alabama,Tallapoosa,315.0783481,80.64782014,2.370600095,3.42355468,74.96711113,"18,399","16,909","1,490",8.1,6631.890872999999
Alabama,Tuscaloosa,304.45218680000005,68.77255387,1.988857835,1.484351695,75.89501744,"95,678","89,602","6,076",6.4,8138.818948
Alabama,Walker,363.3062613,115.5860017,1.567928701,2.207514012,71.56435267,"26,364","24,136","2,228",8.5,7769.859471
Alabama,Washington,346.6436683,63.76122218,2.281483269,1.254314873,74.81233347,"6,714","5,985",729,10.9,3056.9489519999997
Alabama,Wilcox,337.6151167,64.07512171,3.638418918,2.771920515,72.30091586,"2,780","2,244",536,19.3,2627.18566
Alabama,Winston,307.0691327,105.375775,1.327256025,1.723688011,74.51887391,"9,644","8,737",907,9.4,4252.394835
Arizona,Apache,205.418723,49.35513297,2.213381414,3.510165855,74.32980541,"21,829","17,813","4,016",18.4,1661.125078
Arizona,Cochise,257.5930401,50.12812873,0.817038851,1.273952897,78.68421192,"51,308","46,587","4,721",9.2,4904.955368999999
Arizona,Coconino,191.91281519999998,46.55832707,1.2459703770000001,2.17999148,79.3918527,"70,877","65,110","5,767",8.1,6797.129906
Arizona,Gila,243.9243035,68.30806854,1.3854668209999998,0.915637238,76.42751535,"20,901","18,890","2,011",9.6,6461.620959000001
Arizona,Graham,240.4857828,56.734609999999996,1.002679214,1.449751501,77.55337649,"14,276","13,173","1,103",7.7,3348.774709
Arizona,Greenlee,231.6725684,55.68453435,0.839687284,1.207023633,78.25782509999998,"4,580","4,311",269,5.9,5625.972871
Arizona,La Paz,177.83939809999995,44.98698401,1.254653939,0.9759921340000001,80.85469448,"8,028","7,372",656,8.2,6346.543246
Arizona,Maricopa,202.89595549999999,49.96882506,1.842554136,0.687598198,80.05335954,"1,907,171","1,781,737","125,434",6.6,7386.128127
Arizona,Mohave,310.788313,75.27223571,2.06182444,2.11865788,75.17553294,"76,838","68,888","7,950",10.3,7169.393013
Arizona,Navajo,229.9322542,50.43536212,1.3948953569999998,2.146894475,75.6370611,"41,925","36,283","5,642",13.5,4687.631027
Arizona,Pima,217.191271,48.97724516,1.724764102,0.7986472859999999,79.42836987,"456,994","426,120","30,874",6.8,10538.34088
Arizona,Pinal,181.5577174,49.51709866,1.3932259480000002,0.611893996,80.15588141,"148,275","136,324","11,951",8.1,4965.403386
Arizona,Santa Cruz,168.71564650000005,30.25533768,0.805963938,0.787850895,81.90713022,"20,111","17,023","3,088",15.4,3290.943461
Arizona,Yavapai,204.0243418,56.04697826,0.9333314290000001,1.316901371,78.98581535,"91,587","84,500","7,087",7.7,4406.211638000001
Arizona,Yuma,177.83939809999995,44.98698401,1.254653939,0.9759921340000001,80.85469448,"94,729","70,567","24,162",25.5,6224.931895000001
Arkansas,Arkansas,407.42938419999996,74.01523902,1.4633405369999999,2.474178949,74.62915025,"9,589","8,884",705,7.4,8650.482349
Arkansas,Ashley,385.3769939,61.69027816,2.048991322,3.2596683360000003,74.84349615,"8,923","7,953",970,10.9,6116.735875
Arkansas,Baxter,274.35534210000003,66.21458478,0.856633027,1.380508967,76.8350602,"16,067","14,775","1,292",8.0,6007.775631
Arkansas,Benton,249.21005469999997,51.03737676,0.85795646,0.691106952,79.65190469,"111,857","105,567","6,290",5.6,3956.394757
Arkansas,Boone,332.903257,63.12433348,0.7894110759999999,1.340241327,77.2380633,"16,048","14,922","1,126",7.0,6193.627582
Arkansas,Bradley,464.43398139999994,54.904022899999994,2.284805489,2.6024263640000003,74.3771785,"4,127","3,722",405,9.8,3236.8721960000003
Arkansas,Calhoun,307.9706101000001,68.98590334,1.650315526,2.199808637,75.72436526,"2,424","2,226",198,8.2,2262.870074
Arkansas,Carroll,260.0826683,56.54591772,1.0450199059999998,1.208922981,78.05233528,"12,284","11,548",736,6.0,5520.784342
Arkansas,Chicot,417.01699080000003,57.81512719,3.468052648,3.064669625,73.38505258,"3,843","3,397",446,11.6,6783.253842
Arkansas,Clark,352.32200819999997,62.69779596,1.792371758,3.111303103,75.79877698,"9,923","9,030",893,9.0,5615.136455
Arkansas,Clay,405.6104208,72.8647896,0.743535855,1.801307322,74.76791731,"6,530","5,895",635,9.7,3746.786632
Arkansas,Cleburne,310.10386939999995,69.07433431,0.961037535,1.43428112,77.43193497,"10,028","9,172",856,8.5,7412.728614
Arkansas,Cleveland,352.6616072,73.25792625,0.857444815,1.885167861,76.17761338,"3,600","3,328",272,7.6,3368.567778
Arkansas,Columbia,378.8154458,66.97804397,3.029161324,2.1883286269999997,74.61326847,"9,679","8,830",849,8.8,6269.733875
Arkansas,Conway,310.187568,65.17047600000001,1.385861078,2.097344316,76.12375174,"8,647","7,850",797,9.2,7270.593757
Arkansas,Craighead,335.9230539,77.1562492,1.826906115,1.6801672419999998,76.15000078,"49,333","46,104","3,229",6.5,7751.676520999999
Arkansas,Crawford,338.8937749,76.89139776,0.9941281120000001,1.7546231719999998,76.04209023,"27,056","24,989","2,067",7.6,5990.701579
Arkansas,Crittenden,363.3823148,77.29311287,7.504654137999999,2.256520877,72.43936745,"21,541","19,737","1,804",8.4,13124.3465
Arkansas,Cross,346.4573466,91.47340468,1.8678681819999998,3.5737670219999997,74.03064126,"8,207","7,586",621,7.6,8187.333447
Arkansas,Dallas,381.0920519,67.56338131,2.5689179,2.9449660539999996,74.45101348,"2,934","2,616",318,10.8,6907.812108
Arkansas,Desha,458.0339954,49.91314142,2.344987589,4.586324732,74.04151786,"5,644","5,100",544,9.6,7592.362445000001
Arkansas,Drew,328.3952172,60.30158881,1.730318979,3.769645169,75.78626425,"8,169","7,370",799,9.8,8233.477126
Arkansas,Faulkner,271.7060372,66.66599874,1.28742149,3.392087467,77.31055257,"59,300","55,458","3,842",6.5,7399.002493999999
Arkansas,Franklin,324.4775583,84.15249259,0.9366939059999999,1.0376955620000001,75.71014323,"7,423","6,913",510,6.9,5098.191501
Arkansas,Fulton,309.4085138000001,76.12338663,0.6911184920000001,1.981145855,76.42418766,"4,918","4,579",339,6.9,2680.378978
Arkansas,Garland,300.7565981,76.00496157,2.455954587,1.8698218880000002,75.51140018,"40,834","37,743","3,091",7.6,11606.26988
Arkansas,Grant,317.9052637000001,74.94808681,0.9962737779999999,2.624499775,76.16231348,"8,273","7,733",540,6.5,4914.304731
Arkansas,Greene,378.6511103,103.7785418,1.069162483,2.495569403,75.05157466,"19,420","17,889","1,531",7.9,9856.111801000001
Arkansas,Hempstead,393.09901410000003,56.52757532,1.807101878,3.2683931389999996,75.16934218,"10,096","9,365",731,7.2,8718.454435
Arkansas,Hot Spring,322.799595,76.85399265,1.549317651,3.306471081,75.62879225,"14,111","13,084","1,027",7.3,1038.156816
Arkansas,Howard,380.1966307,70.14384828,1.359367029,2.7695484219999997,74.85069239,"6,235","5,836",399,6.4,7255.888573
Arkansas,Independence,336.173579,68.47980894,1.244452229,1.286629925,75.89270638,"15,805","14,382","1,423",9.0,8648.663217
Arkansas,Izard,301.605589,70.13304658,0.960612568,2.040380317,76.07436148,"5,002","4,570",432,8.6,4436.325678
Arkansas,Jackson,399.755646,88.83016191,1.655193476,2.226607994,73.9407953,"6,276","5,593",683,10.9,10367.14588
Arkansas,Jefferson,395.1620852,56.97290984,3.6825558480000002,4.236756325,74.17836037,"31,027","27,830","3,197",10.3,11342.689709999999
Arkansas,Johnson,302.5605979,70.95915034,1.252923682,1.322821912,76.57558221,"10,564","9,756",808,7.6,5057.064904
Arkansas,Lafayette,369.0679877,63.76382747,1.8393565680000001,3.17603436,74.18984563,"2,743","2,479",264,9.6,5175.408128
Arkansas,Lawrence,337.9427825,89.53196049,1.012363793,1.9231106130000002,75.02908421,"7,149","6,515",634,8.9,2182.810368
Arkansas,Lee,353.035118,58.40178517,4.700430433,2.8816962989999997,73.70479797,"3,313","3,005",308,9.3,5352.223534000001
Arkansas,Lincoln,357.8944441,59.09738220000001,1.150488047,2.9996925180000003,76.26186978,"4,354","3,993",361,8.3,1437.3716630000001
Arkansas,Little River,369.06185919999996,71.73651708,1.601544923,2.7284991260000004,75.04539553,"5,708","5,275",433,7.6,4677.042802
Arkansas,Logan,351.35582989999995,68.70075804,1.459399955,1.280759899,75.73699976,"9,248","8,530",718,7.8,6828.465652
Arkansas,Lonoke,315.5040405,76.42675297,1.26060603,1.89283775,75.70512195,"32,797","30,800","1,997",6.1,5752.508361
Arkansas,Madison,331.6239253,69.67394119,0.722564436,1.401312511,76.52024115,"6,857","6,461",396,5.8,2218.19828
Arkansas,Marion,276.3942464,63.79503028,0.630487206,1.209288666,76.62971691,"6,514","6,013",501,7.7,4387.5022659999995
Arkansas,Miller,326.2960376000001,69.62375703,2.526110475,3.4590280669999998,75.75624038,"19,556","18,303","1,253",6.4,10295.329670000001
Arkansas,Mississippi,423.62481060000016,90.95764853,3.285141455,2.339822586,72.58095482,"19,000","16,852","2,148",11.3,11847.42059
Arkansas,Monroe,405.1925857,59.54275228,2.660115227,2.477838769,73.70560215,"3,121","2,847",274,8.8,4600.077529
Arkansas,Montgomery,316.2193497,76.80652358,0.831325277,2.190427611,77.18950790000002,"3,418","3,131",287,8.4,1785.714286
Arkansas,Nevada,355.0985225,66.65704724,1.515260518,2.683168958,74.73210639,"3,779","3,488",291,7.7,4050.26366
Arkansas,Newton,297.50966939999995,54.6960541,0.998824486,1.393458487,77.56721340000001,"3,490","3,249",241,6.9,2847.50843
Arkansas,Ouachita,406.9926593,67.06008187,3.046136376,2.994690911,73.43894523,"10,253","9,261",992,9.7,5704.751311
Arkansas,Perry,314.4093392,80.8052118,1.1342681959999998,2.236777764,75.48790671,"4,364","3,956",408,9.3,5784.161491
Arkansas,Phillips,428.54303899999996,79.2316863,4.0453675769999995,3.213381903,71.33168393,"7,595","6,732",863,11.4,16161.53664
Arkansas,Pike,342.6921037,90.21218192,0.856249099,1.9170587959999998,75.77817959,"4,202","3,831",371,8.8,2651.245552
Arkansas,Poinsett,427.54618439999996,108.5975713,1.557053917,1.700636966,72.45501591,"10,147","9,289",858,8.5,8586.046128
Arkansas,Polk,347.1361899,94.24496428,1.0891074040000002,2.186461399,75.66370782,"8,455","7,850",605,7.2,5594.200059000001
Arkansas,Pope,314.4394872,78.2428436,1.149289026,1.4406353859999999,76.69645823,"29,650","27,479","2,171",7.3,6202.091697999999
Arkansas,Prairie,310.3848408,70.52384437,1.4260683490000001,1.687691859,76.27085911,"3,803","3,535",268,7.0,2281.205165
Arkansas,Pulaski,287.5399812,55.53240938,4.042326471,3.237482992,76.44843114,"186,725","174,559","12,166",6.5,14931.417140000001
Arkansas,Randolph,311.05390919999996,75.18941707,0.806031982,2.400836747,76.18896875,"6,692","6,055",637,9.5,5625.0
Arkansas,Saline,249.64773599999998,60.83114878,1.4355506219999998,2.1986196,78.02724297,"54,784","51,620","3,164",5.8,9230.650692000001
Arkansas,Scott,374.6801408,61.45753031,1.127878643,1.393410454,75.93503821,"4,591","4,303",288,6.3,6340.927807
Arkansas,Searcy,331.7728912,61.25336258,0.8956797790000001,1.372990836,76.37223699,"3,125","2,877",248,7.9,1207.091664
Arkansas,Sebastian,327.34377810000007,70.54692467,1.9689006009999999,1.608878786,76.42499709999998,"58,153","53,824","4,329",7.4,9099.726999999999
Arkansas,Sevier,343.0226395,89.70129729,1.134260877,1.9336364869999998,75.27418866,"5,926","5,431",495,8.4,5093.319379
Arkansas,Sharp,325.9613166000001,71.35978884,1.034194419,1.7178775000000002,75.69691572,"6,019","5,433",586,9.7,4952.773069
Arkansas,Stone,283.8230483,79.71407675,0.795433816,1.535973071,76.64816134,"4,803","4,400",403,8.4,6017.102063
Arkansas,Union,335.181378,81.82785216,5.814526904,2.9259506039999996,73.64372888,"16,600","15,174","1,426",8.6,8263.590245
Arkansas,Van Buren,283.27000919999995,70.10695944,0.92082343,1.45187388,77.10129256,"6,494","5,865",629,9.7,5032.745295000001
Arkansas,Washington,275.79368339999996,63.23837067,1.077971,1.79162667,78.28136819,"106,852","101,138","5,714",5.3,7098.879798999999
Arkansas,White,354.6452068,77.24507232,1.103074168,1.632514709,75.81262285,"35,094","32,359","2,735",7.8,6980.451836
Arkansas,Woodruff,435.95083,84.52092153,2.140675059,1.8098324909999999,73.40473518,"3,237","2,930",307,9.5,7116.692831
Arkansas,Yell,379.1427289,84.09996155,1.36272772,1.6860848169999998,75.55878768,"9,065","8,471",594,6.6,5476.100866
California,Alameda,204.4397544,37.4256456,2.8245311839999996,0.681631372,81.15846642,"802,813","744,764","58,049",7.2,9170.618422
California,Alpine,244.9278313,42.81890254,0.679395621,1.174503563,79.119395,526,475,51,9.7,6958.073149
California,Amador,245.79302909999998,47.62066412,1.0217921859999999,0.678399009,79.93232833,"14,449","12,959","1,490",10.3,4909.841408
California,Butte,270.6986638,66.02279362,1.496896205,1.750502834,77.93186765,"101,748","91,263","10,485",10.3,6192.071594
California,Calaveras,242.24451349999998,49.94773206,0.962399332,0.716228967,79.77270166,"20,255","18,243","2,012",9.9,5431.367268
California,Colusa,221.65871690000003,55.39637764,0.87690944,1.787610752,80.02192789,"11,292","9,156","2,136",18.9,5399.225349
California,Contra Costa,197.78905490000002,40.76216220000001,1.5298944669999999,0.7403301840000001,81.42517504,"538,002","497,661","40,341",7.5,6492.327083
California,Del Norte,285.8366134,73.66938784,1.118919761,2.419470343,76.34716348,"10,330","9,107","1,223",11.8,5451.454075
California,El Dorado,199.7141239,46.8248162,0.9718939240000001,1.3171613709999999,81.28338244,"88,598","81,063","7,535",8.5,4058.4685229999995
California,Fresno,279.54704189999995,47.801100700000006,3.299416477,1.018099912,78.50388887,"437,908","379,850","58,058",13.3,8752.966819
California,Glenn,237.5092654,65.28336793,1.081534369,1.5905733969999998,78.3598868,"12,990","11,418","1,572",12.1,6193.963208
California,Humboldt,270.50962549999997,69.51637274,1.851375552,2.1472641919999997,77.16791239,"63,055","57,947","5,108",8.1,8131.141709999999
California,Imperial,227.33836430000002,33.10397538,2.126303434,1.887949788,80.41664805,"78,271","58,670","19,601",25.0,7345.7567659999995
California,Inyo,271.7705288,58.92730503,0.809454187,1.19592322,78.79063456,"9,390","8,654",736,7.8,4144.1538789999995
California,Kern,304.58488289999997,72.52443312,2.0419511630000002,0.764177813,77.23297168,"393,440","347,213","46,227",11.7,8959.037441
California,Kings,260.2469419,58.78641733,1.465430478,1.438730094,79.06322905,"58,198","50,387","7,811",13.4,5900.5923729999995
California,Lake,307.4506877,83.23717177,2.225325321,1.3502374169999998,75.54720656,"29,259","26,068","3,191",10.9,6893.255609999999
California,Lassen,257.9455878,65.16530920000001,0.698593583,1.8260999169999999,78.80516981,"11,005","9,838","1,167",10.6,4246.061514999999
California,Los Angeles,230.16808840000002,36.63818071,3.2846630589999997,0.384703963,81.04597892,"4,967,167","4,482,594","484,573",9.8,5386.604544
California,Madera,264.3957706,50.34399228,1.926466512,0.85867265,79.04680671,"62,263","54,428","7,835",12.6,6488.754484
California,Marin,159.1725604,28.19795483,1.3808297090000001,0.6774303429999999,83.62938286,"138,367","131,216","7,151",5.2,4291.962184
California,Mariposa,221.2027358,48.54166727,0.718606162,1.467149269,80.0658647,"8,229","7,363",866,10.5,4378.332866
California,Mendocino,253.28896400000002,59.42832173,1.681170599,1.6471753740000001,78.48596199,"40,837","37,425","3,412",8.4,5351.771151
California,Merced,259.5604201,54.69131099,1.768228938,1.200836884,78.75187974,"114,628","98,009","16,619",14.5,7344.85705
California,Modoc,263.8811551,76.51895429,0.676677399,1.6156794780000001,77.55980476,"3,503","3,073",430,12.3,5164.930556
California,Mono,161.09456310000004,31.88004915,0.643343981,1.111391083,82.90155954,"8,368","7,655",713,8.5,3480.6169240000004
California,Monterey,204.22870269999999,37.55748037,1.5108424390000001,0.856304473,81.55008031,"216,380","194,075","22,305",10.3,5924.591884
California,Napa,234.99163140000002,45.29408939,1.151499239,0.47841445299999996,80.40101777,"72,809","67,766","5,043",6.9,4288.40851
California,Nevada,198.85038,48.39987462,0.8947030999999999,0.8164834670000001,81.15841461,"48,169","44,267","3,902",8.1,4529.818848
California,Orange,211.8732372,37.73331956,1.116512473,0.278624887,82.00101014,"1,565,334","1,462,270","103,064",6.6,4349.589625
California,Placer,212.0649524,44.05056062,0.76248197,0.6795840679999999,81.31309476,"175,833","162,264","13,569",7.7,4311.460991
California,Plumas,243.0155706,70.62258409,0.753557508,2.130851021,78.26873574,"8,256","7,114","1,142",13.8,5018.7032420000005
California,Riverside,238.60307430000003,51.19730603,2.424685936,0.419807214,80.08349411,"996,411","897,722","98,689",9.9,6227.3589409999995
California,Sacramento,247.40773900000002,49.91472959,2.3983690980000003,0.6592227039999999,79.21284144,"680,241","619,835","60,406",8.9,7112.887687
California,San Benito,208.5880575,40.90329903,0.792543942,0.739450658,81.61063929999997,"28,904","25,696","3,208",11.1,3625.3092229999997
California,San Bernardino,278.06350560000004,64.4266833,2.3064303980000003,0.8225168359999999,78.45323418,"896,673","809,057","87,616",9.8,6315.6926189999995
California,San Diego,213.61558309999998,41.21314888,2.299302918,1.026410733,81.033511,"1,543,189","1,422,391","120,798",7.8,5092.173696
California,San Joaquin,265.6455404,55.27479568,2.556874019,0.558247646,78.37580571,"313,101","274,562","38,539",12.3,9499.787633
California,San Luis Obispo,227.8910607,43.48112332,1.06510969,0.871093219,81.35903355,"138,258","128,819","9,439",6.8,5279.680365
California,San Mateo,182.3781476,31.61025138,1.4253692,0.293789261,82.89188358,"418,085","396,092","21,993",5.3,4440.418615
California,Santa Barbara,217.40032639999998,37.17835484,1.3371782509999999,0.7852012359999999,81.66683515,"217,331","201,680","15,651",7.2,5191.8257539999995
California,Santa Clara,168.7932321,30.1652886,1.095516138,0.369022601,83.1589161,"971,862","909,039","62,823",6.5,5290.715579
California,Santa Cruz,217.41603619999998,40.49158033,1.4432509869999999,0.7519577479999999,81.25507926,"142,067","127,466","14,601",10.3,6838.142101
California,Shasta,293.68384449999996,86.85817992,1.314246755,1.7310941999999998,76.50688398,"75,285","66,385","8,900",11.8,7900.13947
California,Sierra,227.06533480000002,53.80177176,0.532422151,1.500374597,79.03966949,"1,452","1,267",185,12.7,5517.241379
California,Siskiyou,254.2919836,66.64604726,1.261701791,1.461211681,77.6447567,"18,293","15,888","2,405",13.1,4054.884292
California,Solano,206.3368659,49.63562495,2.448674801,0.790961531,79.66185148,"203,055","184,630","18,425",9.1,7361.877736
California,Sonoma,221.5201725,44.87219945,1.8115384559999999,0.818635179,80.82265976,"249,962","232,197","17,765",7.1,4055.4740509999997
California,Stanislaus,299.1462895,57.09391097,1.867370135,0.7784489859999999,78.01875217,"240,987","209,781","31,206",12.9,8892.205809000001
California,Sutter,269.43244849999996,61.53283078,1.1594562720000001,1.239924101,79.04640169,"44,792","38,243","6,549",14.6,6703.922351
California,Tehama,260.00727459999996,74.72370876,1.096371298,1.476183333,77.77238858,"25,086","22,171","2,915",11.6,6423.7836130000005
California,Trinity,238.3722091,67.61192928,1.130878804,2.656959379,77.24993115,"5,192","4,572",620,11.9,2510.771059
California,Tulare,299.2780855,58.24471253,2.021815885,1.491141916,78.11637211,"201,053","172,171","28,882",14.4,7204.007446
California,Tuolumne,246.3590548,51.08394818,0.983329916,1.087515123,79.30513395,"21,749","19,406","2,343",10.8,4981.2852649999995
California,Ventura,214.5511087,40.205355600000004,1.084503437,0.873392499,81.33908401,"433,914","399,769","34,145",7.9,4304.6207939999995
California,Yolo,208.77303569999998,57.24797989,1.271107595,0.660520475,80.38290329,"101,835","92,660","9,175",9.0,6921.833619
California,Yuba,328.4913928,88.8788496,1.582254003,1.434629816,76.11292777,"28,250","24,531","3,719",13.2,6623.231164
Colorado,Adams,198.43307,57.34246079,1.6405910019999999,1.282430076,80.20409112,"241,765","222,106","19,659",8.1,6362.740972
Colorado,Alamosa,252.6757026,85.76030825,0.992604367,2.1944771309999997,77.41021614,"7,562","6,827",735,9.7,2660.040924
Colorado,Arapahoe,198.43307,57.34246079,1.6405910019999999,1.282430076,80.20409112,"326,280","304,753","21,527",6.6,5936.703308
