STATE,COUNTY,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Crime_Count,Crime_rate
Alabama,Lawrence,356.5949749,85.1337075,1.6658991680000002,2.0998641890000003,74.37802199,15788.0,13635.0,2153.0,13.6,1358,3965.889843
Alabama,Lee,290.3574278,66.18906274,3.717894143,1.538024061,76.83404269,64893.0,58787.0,6106.0,9.4,12536,9237.344337
Alabama,Limestone,311.2876174999999,63.46305403,3.033088143,1.582416724,76.94866708,38288.0,34543.0,3745.0,9.8,3290,4233.634878
Alabama,Lowndes,401.76895410000003,55.56729539,7.428332227,3.5529868839999996,72.5377407,4921.0,3970.0,951.0,19.3,990,7850.911975
Alabama,Macon,379.0641693,43.69492528,7.759769095,2.786012088,72.52001716,9345.0,8203.0,1142.0,12.2,2646,11919.99279
Alabama,Madison,240.3688465,60.81519375,2.682280305,2.136853396,77.65985713,168887.0,155310.0,13577.0,8.0,29160,8946.157386
Alabama,Marengo,373.7436435,60.7329037,2.7814124039999997,2.079795685,74.44623506,8101.0,6950.0,1151.0,14.2,1414,6779.498490000001
Alabama,Marion,365.4363435,80.27355495,1.667442901,1.4713660590000002,74.55772128,12361.0,10311.0,2050.0,16.6,993,3376.058206
Alabama,Marshall,354.5654038,96.40558076,1.74912222,2.2008773319999997,74.28797894,40743.0,36604.0,4139.0,10.2,7430,8293.151173999999
Alabama,Mobile,334.392562,64.30598247,7.116246993,1.217273691,74.58457896,186825.0,165725.0,21100.0,11.3,46147,11287.96329
Alabama,Monroe,331.5884991000001,62.86535958,3.267969068,1.6078527790000001,74.76794091,8666.0,6978.0,1688.0,19.5,1329,5915.079224
Alabama,Montgomery,281.90556949999996,64.43180173,7.675231344,2.8439519769999997,75.53875629,105106.0,94078.0,11028.0,10.5,25755,11397.833279999999
Alabama,Morgan,330.7001617,70.80327089,1.8498496119999999,3.178444502,76.05365825,56388.0,50294.0,6094.0,10.8,9080,7759.489993000001
Alabama,Perry,389.38149439999995,64.49543198,3.5719820560000004,2.203411801,72.4611908,3770.0,3021.0,749.0,19.9,750,7096.224808
Alabama,Pickens,345.59717850000015,60.84126514,3.004409996,1.64085101,74.42962234,8042.0,6942.0,1100.0,13.7,558,2866.978369
Alabama,Pike,337.96449,70.40594228,5.539484884,1.9355985390000001,74.64953443,15803.0,14300.0,1503.0,9.5,2531,8274.216222
Alabama,Randolph,357.0544728,69.47894703,2.534811854,3.0358216839999996,74.62870901,9415.0,8014.0,1401.0,14.9,1067,4829.146866
Alabama,Russell,331.4463183000001,78.90431791,5.392036233,2.571298482,73.54335097,21566.0,18903.0,2663.0,12.3,4368,8594.364867
Alabama,Shelby,246.897867,57.09800407,1.4120572759999999,1.7732094809999999,78.88481176,99773.0,92015.0,7758.0,7.8,7800,4016.581271
Alabama,Sumter,330.399932,51.82216249,5.444665907,2.070807664,74.41941922,4761.0,4051.0,710.0,14.9,619,11308.00146
Alabama,Talladega,349.06201489999995,83.7151417,3.355562983,2.276591682,73.78932976,37787.0,32348.0,5439.0,14.4,8278,10267.032140000001
Alabama,Tallapoosa,334.9033891,77.38862044,3.18049833,3.2282008369999997,74.71988988,18149.0,15687.0,2462.0,13.6,3027,7457.134411
Alabama,Tuscaloosa,312.9818036000001,67.45350576,3.025053788,1.552458436,75.52198664,89100.0,80043.0,9057.0,10.2,18897,10387.932690000001
Alabama,Walker,351.5347476,108.37566890000001,2.268186656,2.184744046,71.9017345,28190.0,24910.0,3280.0,11.6,5726,8288.100511
Alabama,Washington,355.4732782,63.616328599999996,2.842479122,1.289467682,74.57946109999997,6935.0,5889.0,1046.0,15.1,384,2234.8969850000003
Arizona,Apache,207.17960280000003,50.60490434,3.336903336,3.744485896,74.21224472,22938.0,19319.0,3619.0,15.8,712,1080.949778
Arizona,Cochise,253.7945765,50.47994473,1.221465759,1.321750529,78.48252272,63049.0,58022.0,5027.0,8.0,8705,6758.750272
Arizona,Coconino,200.6955321,47.49301719,1.670085799,2.107035303,78.73865876,74805.0,68429.0,6376.0,8.5,9216,7584.061620999999
Arizona,Gila,255.58741239999998,69.98358484,1.957744575,0.965077588,76.18139979,23275.0,20629.0,2646.0,11.4,2846,5644.249648
Arizona,Graham,250.0893571,58.47792453,1.5530120330000001,1.583202049,77.21309716,15246.0,12952.0,2294.0,15.0,3545,9745.168651
Arizona,Greenlee,247.91543419999996,60.69642827,1.215738736,1.382234569,77.85281981,4396.0,3564.0,832.0,18.9,232,2952.405192
Arizona,La Paz,195.2793519,48.94554045,1.84124671,1.100068856,79.95640195,7702.0,6941.0,761.0,9.9,1530,7686.510926999999
Arizona,Maricopa,216.1818796,49.93823001,2.619335902,0.724226615,79.45238041,1966607.0,1787374.0,179233.0,9.1,327330,8148.616343000001
Arizona,Mohave,300.79442339999997,74.06395036,2.6587316480000003,2.241672305,75.34516346,91554.0,81120.0,10434.0,11.4,14444,7256.796337999999
Arizona,Navajo,230.7732819,51.81621213,2.072014227,2.3760458680000003,75.58333671,41199.0,34893.0,6306.0,15.3,5847,5163.689031
Arizona,Pima,229.1099191,52.34575973,2.557545595,0.914522398,78.70133041,485850.0,441837.0,44013.0,9.1,58602,5744.111506
Arizona,Pinal,190.9380031,52.25241019,2.195236697,0.6911739709999999,79.51791963,126779.0,111192.0,15587.0,12.3,22295,6511.808586
Arizona,Santa Cruz,185.3887779,33.76067197,1.2533434490000002,0.9220568459999999,81.29109702,18594.0,15655.0,2939.0,15.8,2397,5683.327011
Arkansas,Arkansas,416.32464310000006,72.3618436,1.919669152,2.333744346,74.47145652,12305.0,10377.0,1928.0,15.7,1555,8116.7136439999995
Arkansas,Ashley,388.9406056,61.464985,2.578537011,2.8767925389999998,74.71297652,9344.0,8359.0,985.0,10.5,1179,5330.982094
Arkansas,Baxter,285.87809550000014,64.37959092,1.230005327,1.43949996,76.67983052,17328.0,15715.0,1613.0,9.3,2641,6183.418791
Arkansas,Benton,273.6576481,51.06625167,1.292773787,0.779078843,79.24553129,107694.0,100774.0,6920.0,6.4,10154,4675.319892
Arkansas,Boone,330.2171057,60.4545689,1.163796047,1.416088685,77.02153371,16987.0,15712.0,1275.0,7.5,1999,5351.072088
Arkansas,Bradley,474.6184194,53.49181947,2.993986175,2.415447455,74.30812708,5486.0,4951.0,535.0,9.8,477,4285.714286
Arkansas,Calhoun,311.8359803,67.15926277,2.2562891119999997,2.0577048490000003,75.42212497,2583.0,2365.0,218.0,8.4,94,1732.3995579999998
Arkansas,Carroll,269.79052110000003,55.18100147,1.4467371930000001,1.240914627,77.83287443,14013.0,13160.0,853.0,6.1,1577,5648.685436
Arkansas,Chicot,412.2555334,56.03121772,4.14845478,2.8236804589999998,73.27772671,4873.0,4331.0,542.0,11.1,633,5351.707812
Arkansas,Clark,355.8265624,61.45335292,2.367451389,2.965917819,75.75143393,10782.0,9910.0,872.0,8.1,1576,6559.833507
Arkansas,Clay,396.4270253,68.84363589,1.071578176,1.745439571,74.80207671,6671.0,5914.0,757.0,11.3,447,2841.884417
Arkansas,Cleburne,328.5094481000001,65.74501736,1.401912883,1.43587582,77.15161335,11794.0,10911.0,883.0,7.5,1545,6024.566192
Arkansas,Cleveland,361.9709828,75.20832997,1.239987709,1.8948223519999998,75.98466733,4043.0,3715.0,328.0,8.1,228,2616.779525
Arkansas,Columbia,375.4677941,63.58294763,3.962764562,2.083837123,74.49881305,10618.0,9584.0,1034.0,9.7,1542,6401.5277320000005
Arkansas,Conway,307.412215,62.39552051,1.949054546,1.9266076090000002,76.09607672,10265.0,9491.0,774.0,7.5,1579,7560.088097
Arkansas,Craighead,345.49046410000005,75.39150849,2.322886219,1.597095269,75.88660138,46769.0,43482.0,3287.0,7.0,8217,8853.190251
Arkansas,Crawford,358.7310453,74.01803306,1.414554019,1.7181037190000001,75.80354989,27945.0,25758.0,2187.0,7.8,2057,6876.608831999999
Arkansas,Crittenden,373.1937295,74.82976662,8.876044679,2.163945774,72.19318722,22055.0,19652.0,2403.0,10.9,7869,14863.716209999999
Arkansas,Cross,346.77248330000015,83.59696859,2.479478725,3.282657504,73.97230534,8537.0,7824.0,713.0,8.4,1518,8070.175439
Arkansas,Dallas,387.19377369999995,65.64519118,3.4032293510000002,2.65445906,74.19937182,3940.0,3539.0,401.0,10.2,402,4980.79544
Arkansas,Desha,452.9533373,50.10428187,3.08025311,4.005483579,73.61865274,5593.0,4960.0,633.0,11.3,732,8171.466845
Arkansas,Drew,333.50498389999996,59.99426859,2.228021498,3.5074965419999997,75.62523289,8224.0,7318.0,906.0,11.0,1254,6691.211782
Arkansas,Faulkner,275.3114584,63.73523482,1.668120829,2.554981493,77.28161762,56404.0,52485.0,3919.0,6.9,8277,7538.2513659999995
Arkansas,Franklin,327.0172962,79.90475459,1.366568323,1.092631337,75.71498468,8183.0,7589.0,594.0,7.3,720,3933.1366759999996
Arkansas,Fulton,321.0203112,73.91376616,1.030892509,1.990750724,76.09659613,5253.0,4861.0,392.0,7.5,311,2925.682032
Arkansas,Garland,296.5977643,74.27708256,2.97923617,1.899830766,75.64733516,42565.0,39321.0,3244.0,7.6,13748,13897.397019999999
Arkansas,Grant,331.9128591,73.07226891,1.334187073,2.39192075,75.98421783,8520.0,7913.0,607.0,7.1,754,4212.525839
Arkansas,Greene,387.0397017,95.23520469,1.549510749,2.5670098830000003,74.98735259,18767.0,16880.0,1887.0,10.1,4278,10379.46429
Arkansas,Hempstead,391.5380532,54.18590763,2.375892083,2.9135044089999997,75.09520487,10703.0,9819.0,884.0,8.3,1699,7413.3868569999995
Arkansas,Hot Spring,326.16584489999997,73.10845595,1.980760941,3.2127381760000002,75.69779544,15337.0,14017.0,1320.0,8.6,0,0.0
Arkansas,Howard,391.33458110000004,68.4849722,1.911193539,2.684374458,74.737279,6227.0,5727.0,500.0,8.0,873,6153.520829
Arkansas,Independence,331.8685399,64.4742842,1.717507614,1.28110607,75.70827005,16876.0,15394.0,1482.0,8.8,3123,8968.983343
Arkansas,Izard,306.9565902,66.80752069,1.380426116,2.023046419,75.99946177,5349.0,4859.0,490.0,9.2,234,1798.3399940000002
Arkansas,Jackson,409.788588,85.48935273,2.182831654,2.124331071,73.85482859999998,7643.0,6807.0,836.0,10.9,1444,8981.775206999999
Arkansas,Jefferson,396.7027111,57.28716387,4.978005324,3.967091237,74.05269946,35629.0,32128.0,3501.0,9.8,11238,14603.14985
Arkansas,Johnson,306.9707328,68.68480577,1.7485224590000001,1.319301717,76.41868912,11562.0,10731.0,831.0,7.2,1152,4573.243351
Arkansas,Lafayette,370.7284754,61.58559102,2.507858447,2.9252322910000004,74.07463142,2991.0,2706.0,285.0,9.5,376,4915.675252
Arkansas,Lawrence,353.1013117,86.21238792,1.460456719,1.843061756,74.77669743,7321.0,6648.0,673.0,9.2,561,3331.551755
Arkansas,Lee,355.4606445,58.44111916,6.041340785,2.795960375,73.41115047,3534.0,3209.0,325.0,9.2,537,5044.148037
Arkansas,Lincoln,370.71561230000003,58.8808616,1.58335451,2.8267287210000003,76.06939213,4989.0,4495.0,494.0,9.9,313,2515.672721
Arkansas,Little River,367.16790180000004,67.46861636,2.13703446,2.44774642,74.98552094,6774.0,6366.0,408.0,6.0,506,3962.1016369999998
Arkansas,Logan,364.0559629,66.56312099,1.984525198,1.277029722,75.52443341,10120.0,9186.0,934.0,9.2,1145,5052.28787
Arkansas,Lonoke,321.9755512,76.77111505,1.66290618,1.789830319,75.62564446,32345.0,30321.0,2024.0,6.3,4111,6425.144179
Arkansas,Madison,330.2405669,67.62192675,1.048418777,1.448129754,76.45660896,7396.0,6896.0,500.0,6.8,215,1601.131963
Arkansas,Marion,277.4224319,60.46861687,0.942260882,1.2334778020000001,76.61453186,6711.0,5917.0,794.0,11.8,640,3784.5189520000004
Arkansas,Miller,333.6854922,68.39963395,3.275966561,3.26669216,75.54886097,19952.0,18825.0,1127.0,5.6,4335,14284.3021
Arkansas,Mississippi,425.1359487,88.40869722,4.22725163,2.261527079,72.45404639,21532.0,18532.0,3000.0,13.9,5373,11563.044740000001
Arkansas,Monroe,404.88604069999997,57.24959929,3.4227860110000004,2.267689111,73.49388131,3717.0,3415.0,302.0,8.1,377,4496.660304999999
Arkansas,Montgomery,331.9584248,75.25476742,1.186376898,2.09715918,76.88961488,4168.0,3874.0,294.0,7.1,50,551.9372999
Arkansas,Nevada,367.72274839999994,64.02146407,2.126138184,2.4863024819999997,74.62623616,4250.0,3855.0,395.0,9.3,355,3895.9613700000004
Arkansas,Newton,315.8772125,55.76952735,1.471212388,1.545427055,77.32674053,3459.0,3184.0,275.0,8.0,311,3750.15073
Arkansas,Ouachita,415.2464663,65.33201308,4.012567928,2.795972645,73.33383945,12136.0,11162.0,974.0,8.0,1665,6512.555738
Arkansas,Perry,317.7776078,77.54492422,1.578243181,2.117741508,75.31092842,4724.0,4353.0,371.0,7.9,298,2874.505643
Arkansas,Phillips,434.14588839999993,76.51183644,5.114655133,2.9724565289999996,70.98740235,8841.0,8001.0,840.0,9.5,2066,15864.24019
Arkansas,Pike,341.81893189999994,84.64310479999997,1.214929154,1.819124564,75.82206209,5051.0,4664.0,387.0,7.7,258,2437.872059
Arkansas,Poinsett,430.8903931,102.6430505,2.0876855969999997,1.651216746,72.34041796,10542.0,9607.0,935.0,8.9,1814,7338.187701999999
Arkansas,Polk,345.70944110000005,84.28410449,1.469988421,2.029621007,75.60524573,8797.0,8125.0,672.0,7.6,889,4371.342873
Arkansas,Pope,302.2180676000001,73.47373189,1.58261676,1.430507496,76.82442375,29573.0,27343.0,2230.0,7.5,4526,7440.4076939999995
Arkansas,Prairie,323.57692139999995,68.90423949,1.949344415,1.6737481619999999,75.94490122,4294.0,3956.0,338.0,7.9,243,3102.655771
Arkansas,Pulaski,294.3679224,58.21715692,5.175145293,3.31029113,76.10379931,189945.0,177280.0,12665.0,6.7,62815,16531.13322
Arkansas,Randolph,321.5199452,72.12314887,1.184617158,2.296295285,75.97187205,7664.0,6956.0,708.0,9.2,296,1626.105587
Arkansas,Saline,256.4898049,59.31585670000001,1.775700745,1.9674267269999999,77.86704099,49591.0,46320.0,3271.0,6.6,4361,9511.657833
Arkansas,Scott,378.7419683,58.95799581,1.578329277,1.384722739,75.78872584,4913.0,4577.0,336.0,6.8,480,4393.994874
Arkansas,Searcy,336.2641023,58.92468818,1.241805972,1.362918015,76.27408361,3569.0,3294.0,275.0,7.7,113,1402.681231
Arkansas,Sebastian,334.0927623,67.22323285,2.728298519,1.661938805,76.22412002,60582.0,55949.0,4633.0,7.6,12689,10331.96811
Arkansas,Sevier,359.7139833,82.17116086,1.5630716669999998,1.806088735,75.11592709,7570.0,7126.0,444.0,5.9,1034,6201.271441
Arkansas,Sharp,326.53060489999996,67.31278236,1.5234901630000002,1.733023828,75.62925796,6248.0,5673.0,575.0,9.2,458,5069.175429
Arkansas,Stone,292.9194252,75.72522606,1.145905792,1.5354548540000001,76.55154549999997,4597.0,4191.0,406.0,8.8,358,2933.704827
Arkansas,Union,342.2801973,79.6154265,7.25690826,2.784852072,73.47241762,19175.0,17192.0,1983.0,10.3,4226,10242.11725
Arkansas,Van Buren,285.3613258,67.74856404,1.2964703659999999,1.398790439,77.01666568,7029.0,6294.0,735.0,10.5,597,3578.707589
Arkansas,Washington,284.639867,63.59196555,1.5251644169999998,1.848139941,77.78513524,99482.0,93231.0,6251.0,6.3,13996,6955.605584
Arkansas,White,354.51185449999997,75.30536706,1.4692693319999999,1.606979295,75.78673228,34059.0,31269.0,2790.0,8.2,5513,7251.943542
California,Alameda,218.28467489999997,39.53020857,3.88507988,0.632050774,80.523074,760888.0,682852.0,78036.0,10.3,135531,9207.431653
California,Alpine,230.76878369999997,42.378544399999996,0.918885913,1.053685721,78.69804769,446.0,383.0,63.0,14.1,150,14381.591559999999
California,Amador,250.46807969999998,49.34149654,1.4893565780000002,0.6897465909999999,79.42542621,17817.0,15781.0,2036.0,11.4,1928,5012.739847
California,Butte,276.2305188,69.01696411,2.054868902,1.625098405,77.61188988,103739.0,91000.0,12739.0,12.3,14621,6601.707657
California,Calaveras,251.8305068,52.39589842,1.380989842,0.779314645,79.22539484,20327.0,17563.0,2764.0,13.6,1752,3694.799443
California,Colusa,234.90354010000001,57.77638943,1.296428141,1.8049047619999998,79.42991353,11516.0,9490.0,2026.0,17.6,1175,5487.320786
California,Contra Costa,215.104799,45.79161537,2.587196116,0.802686775,80.46937215,524795.0,472577.0,52218.0,10.0,70857,6846.265555
California,Del Norte,292.7379455,75.25152868,1.566537476,2.308440183,76.04608643,11679.0,10303.0,1376.0,11.8,1507,5163.611444
California,El Dorado,216.2231996,49.9517406,1.388026741,1.264974806,80.41043875,91670.0,81716.0,9954.0,10.9,6357,3577.297078
California,Fresno,285.8074019,48.31791502,3.9247699560000004,0.91396449,78.12757549,434044.0,370321.0,63723.0,14.7,80960,8812.356456
California,Glenn,249.8107176,67.37839147,1.5929029209999999,1.6010051269999999,77.89415416,12579.0,10800.0,1779.0,14.1,1240,4374.823596
California,Humboldt,265.1179826,71.48620674,2.677603699,2.160938083,76.81855862,60835.0,54333.0,6502.0,10.7,9223,7158.268914
California,Imperial,234.161281,37.03528976,2.926264816,1.819606456,79.77577094,75569.0,54889.0,20680.0,27.4,12508,7535.484493000001
California,Inyo,280.7555553,60.64594523,1.202395246,1.265815495,78.28760248,9388.0,8547.0,841.0,9.0,701,4125.228035
California,Kern,322.7388516000001,77.96657866,2.676156448,0.71770934,76.84648009,362714.0,311707.0,51007.0,14.1,73263,8994.666771
California,Kings,278.576912,61.72631922,2.147235281,1.452909671,78.44973298,60489.0,51876.0,8613.0,14.2,8292,5478.040273
California,Lake,312.32849189999996,83.47542615,3.2700367260000003,1.4434584990000001,75.36744277,25372.0,21565.0,3807.0,15.0,4045,6186.528814
California,Lassen,264.6173976,68.1405767,1.1106116940000001,1.908267781,78.35750563,13564.0,11893.0,1671.0,12.3,913,2642.62352
California,Los Angeles,249.55559530000002,41.32037782,4.494849285,0.368288816,80.12946761,4914702.0,4345182.0,569520.0,11.6,595982,6042.122163
California,Madera,260.6920159,51.07231176,2.496239258,0.8847534709999999,78.8519012,66473.0,57597.0,8876.0,13.4,7728,5122.766082
California,Marin,171.80947980000005,31.43378036,2.285135125,0.725609093,83.01482617,131981.0,122061.0,9920.0,7.5,11929,4808.800884
California,Mariposa,226.84789500000002,50.19358687,0.996620251,1.47341705,79.61033713,9397.0,8431.0,966.0,10.3,687,3814.971124
California,Mendocino,258.9969109,60.22828474,2.321652326,1.642460055,78.04767031,43306.0,38955.0,4351.0,10.0,3782,4402.537687
California,Merced,270.1333831,57.57527527,2.570275491,1.294363788,78.30447066,105373.0,87863.0,17510.0,16.6,20026,8028.641073000001
California,Modoc,269.6938229,77.51447484,1.0032105629999999,1.62457056,77.19078832,4044.0,3555.0,489.0,12.1,261,2859.647201
California,Mono,166.3936139,33.7571564,0.9289767609999999,1.14600809,82.33013049,8736.0,7969.0,767.0,8.8,915,7195.093182
California,Monterey,211.6894141,40.98130569,2.193959385,0.9261298490000001,81.07688972,215363.0,190585.0,24778.0,11.5,26734,6562.0528079999995
California,Napa,245.68478540000004,49.59788869,1.885623052,0.5120685079999999,79.78586873,75560.0,69240.0,6320.0,8.4,7405,5526.284367
California,Nevada,202.6521172,48.92828392,1.250809053,0.830093291,80.89181586,50379.0,45205.0,5174.0,10.3,3507,3604.0943
California,Orange,220.8215345,38.90530865,1.862519962,0.310651967,81.56735608,1589259.0,1451687.0,137572.0,8.7,136723,4530.427455
California,Placer,221.6589527,47.12153671,1.068996626,0.688616876,80.86858974,179718.0,161416.0,18302.0,10.2,17334,4915.076417
California,Plumas,241.11064240000002,70.89149783,1.161318168,2.138862111,78.08846647,10016.0,8475.0,1541.0,15.4,910,4515.680826
California,Riverside,256.8468622,53.20570708,3.2481932239999995,0.447933969,79.36158823,915787.0,795813.0,119974.0,13.1,136820,6322.8050299999995
California,Sacramento,260.7881551,49.472284,3.209062812,0.676402699,78.6899192,681094.0,606070.0,75024.0,11.0,122580,8700.917152
California,San Benito,217.6897091,43.25153134,1.177362223,0.7985360840000001,81.06196746,24864.0,21392.0,3472.0,14.0,2718,4977.20156
California,San Bernardino,302.41630499999997,66.3354922,2.717683642,0.842456425,77.80542304,857696.0,749142.0,108554.0,12.7,136846,6694.0141969999995
California,San Diego,225.54754900000003,42.19813382,3.06003654,0.955342479,80.53144636,1554333.0,1408347.0,145986.0,9.4,165420,5494.177009
California,San Joaquin,284.9478548,57.25737219,2.998352272,0.580397803,77.99392608,297806.0,253310.0,44496.0,14.9,68643,10053.39903
California,San Luis Obispo,231.1137122,47.04549079,1.5340498569999999,0.8895866809999999,80.88648563,136378.0,124372.0,12006.0,8.8,13430,5041.631942
California,San Mateo,194.2675496,34.58426747,2.307044859,0.352035428,82.15510868,374199.0,343493.0,30706.0,8.2,35813,5039.066732
California,Santa Barbara,228.2052614,39.99507485,1.936691763,0.8208526820000001,81.0906949,219990.0,201872.0,18118.0,8.2,21681,5358.453633
California,Santa Clara,181.093622,33.3372456,1.539552984,0.422113113,82.3070364,874982.0,782384.0,92598.0,10.6,95937,5428.339603
California,Santa Cruz,234.72895469999997,46.51048089,2.104614642,0.792390624,80.57638354,147664.0,131302.0,16362.0,11.1,20615,8181.724373
California,Shasta,288.7273251000001,82.16988946,1.8019831659999999,1.8511708219999998,76.57993891,83960.0,71919.0,12041.0,14.3,11867,6537.859756
California,Sierra,245.4975829,58.57007371,0.8278529440000001,1.662281629,78.73858429,1595.0,1357.0,238.0,14.9,113,3509.3167700000004
California,Siskiyou,263.22322760000003,66.38127668,1.664358592,1.437607633,77.33972829,19631.0,16835.0,2796.0,14.2,1981,4459.502049000001
California,Solano,224.79034810000002,53.31756192,3.554929975,0.887920075,78.9015009,214520.0,192225.0,22295.0,10.4,30784,7558.176648999999
California,Sonoma,236.62295600000002,47.80528877,2.829397114,0.795241214,80.28001655,256523.0,232398.0,24125.0,9.4,22819,4898.557631000001
California,Stanislaus,297.6128152,55.70168769,2.4242456569999997,0.798016739,77.99115231,234462.0,198102.0,36360.0,15.5,48969,9486.604765
