STATE,COUNTY,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age, Civilian_labor_force_2010 , Employed_2010 , Unemployed_2010 ,Unemployment_rate_2010,Crime_Count,Crime_rate
Alabama,Autauga,316.8233106,77.75150486,2.373734822,2.377812552,75.74020163,"25,713","23,431","2,282",8.9,3329,6100.309688
Alabama,Baldwin,279.9784532,55.12052871,2.274115419,1.265390646,77.79579474,"83,459","75,120","8,339",10.0,9099,4992.181713
Alabama,Barbour,264.63419700000003,67.52127143,4.66890982,2.058278455,75.33833845,"10,221","8,959","1,262",12.3,960,3532.268747
Alabama,Bibb,374.27029,80.508688,1.740583901,2.4990269819999997,74.13410346,"8,934","7,914","1,020",11.4,934,4075.932795
Alabama,Blount,307.44550110000006,80.48083876,1.480465635,1.781619656,76.40800546,"24,906","22,460","2,446",9.8,658,1147.9013289999998
Alabama,Bullock,344.7414994,53.24774667,5.101954522,3.0790799410000003,73.61464273,"4,941","4,356",585,11.8,260,2382.261316
Alabama,Butler,377.3321547,70.42765702,4.09182593,1.8152967169999998,73.63399115,"9,261","7,998","1,263",13.6,1220,5824.223039
Alabama,Calhoun,371.18811949999997,82.19681927,2.554777219,1.997312372,74.11151762,"51,559","45,699","5,860",11.4,10334,8715.379685
Alabama,Chambers,329.5456862,78.14007471,4.411610555,2.444445778,74.09009517,"14,754","12,554","2,200",14.9,2894,15235.58831
Alabama,Cherokee,300.23469789999996,84.91970367,1.434543041,1.5363794290000001,75.25511248,"11,464","10,245","1,219",10.6,1542,5933.279464
Alabama,Chilton,351.9697206,83.88003259,1.489181745,2.204863959,74.49877617,"19,462","17,464","1,998",10.3,2808,6434.021493
Alabama,Choctaw,354.3287322,58.57442695,2.840614946,1.6019404819999998,75.1886002,"4,860","4,216",644,13.3,164,1202.5223640000002
Alabama,Clarke,316.857039,66.91771859,2.701728906,1.602431723,75.29484352,"9,108","7,300","1,808",19.9,759,2938.102427
Alabama,Clay,379.9581052,72.85751899,1.646313691,1.978367201,75.25078258,"5,851","5,005",846,14.5,208,1492.965834
Alabama,Cleburne,361.2120422,85.64915842,1.386343654,2.153563134,74.52561557,"6,033","5,429",604,10.0,616,4114.346781
Alabama,Coffee,304.7919496,76.12839153,2.162049741,1.4673226990000001,76.50062492,"21,088","19,271","1,817",8.6,2842,5689.917514
Alabama,Colbert,298.781127,76.78740274,1.737327254,2.014820844,75.25900854,"24,228","21,453","2,775",11.5,2833,5205.041523
Alabama,Conecuh,334.8816244,69.99567822,4.571700222,1.5768366719999998,74.07535219,"4,991","4,131",860,17.2,752,5947.01463
Alabama,Coosa,296.1600971000001,73.66683623,2.1551946109999998,2.597471032,75.21058582,"4,654","3,937",717,15.4,6,59.61844197
Alabama,Covington,312.3245431,70.43857984,2.542300299,1.1187931290000002,75.41793707,"16,417","14,721","1,696",10.3,1719,4551.833708
Alabama,Crenshaw,311.509198,99.07188285,3.421397677,1.7947925969999998,74.46553981,"6,285","5,646",639,10.2,344,3248.347498
Alabama,Cullman,352.4025079,83.93129939,1.4118245759999999,1.793355164,75.4808837,"35,959","32,202","3,757",10.4,4234,5265.776186
Alabama,Dale,298.5132082,81.45172874,2.509092178,1.53470545,76.32848976,"22,072","20,124","1,948",8.8,2289,4614.547214
Alabama,Dallas,403.3259127,63.28255714,5.855465487999999,2.809975852,72.48009704,"17,808","14,806","3,002",16.9,3398,7754.450023
Alabama,Elmore,281.1109222,84.13864704,2.578029631,2.4911350519999997,75.94841836,"36,683","33,362","3,321",9.1,1442,1818.3423070000001
Alabama,Escambia,341.1448211,65.019694,3.511287657,1.694491825,74.30179011,"15,007","13,238","1,769",11.8,2019,5268.926642
Alabama,Etowah,364.1838191,90.11532587,2.187830479,1.897462771,73.85992697,"44,000","39,193","4,807",10.9,9190,8800.153213
Alabama,Fayette,321.7190289,79.9537497,1.854736432,1.5279993619999999,74.26484864,"6,831","5,942",889,13.0,450,2796.246815
Alabama,Franklin,378.9209715,97.21526971,1.594715816,2.051332152,73.56752051,"14,255","12,724","1,531",10.7,1230,3915.2024450000004
Alabama,Geneva,326.3437516,76.91940449,2.024845774,1.040951132,75.64977124,"11,559","10,362","1,197",10.4,1042,3889.511012
Alabama,Greene,295.0793173,54.27269461,4.4385575269999995,2.2143007530000003,74.07582086,"3,306","2,735",571,17.3,648,7717.960934000001
Alabama,Hale,366.1264192,58.52766602,2.908112467,2.186228486,73.93245116,"6,445","5,473",972,15.1,486,3083.756345
Alabama,Henry,311.3355482,70.52447598,3.7840192480000003,1.309170259,75.82433758,"7,259","6,469",790,10.9,469,2710.669287
Alabama,Houston,301.7444307,66.72217136,3.550868903,1.275441682,76.70386659,"46,414","42,170","4,244",9.1,8702,8759.021228
Alabama,Jackson,349.85704680000015,86.31714129999996,1.333168573,2.078791377,74.38605579,"24,348","21,468","2,880",11.8,2068,3940.473695
Alabama,Jefferson,301.11145719999996,62.39260604,5.549146092999999,2.133554747,75.11368826,"318,520","285,627","32,893",10.3,77762,12243.901820000001
Alabama,Lamar,326.0704921,81.18482951,1.7798740780000002,1.465703156,74.92706796,"5,802","5,035",767,13.2,148,1095.079541
Alabama,Lauderdale,262.04017430000005,70.80163106,1.5520498440000001,1.263578109,76.55454754,"43,596","39,193","4,403",10.1,4871,5254.074577
Alabama,Lawrence,348.88125099999996,86.22707235,1.3811030990000002,2.044689376,74.54562758,"14,901","13,024","1,877",12.6,282,821.2236815
Alabama,Lee,282.0212683000001,67.1273215,3.05398325,1.517449267,77.16627268,"66,764","60,758","6,006",9.0,7573,5399.758997
Alabama,Limestone,301.0885465,63.782374,2.662776709,1.560853447,77.14737916,"38,321","34,625","3,696",9.6,3162,3819.670943
Alabama,Lowndes,392.8173862,54.62433111,6.545493427,3.467444514,72.77700378,"4,350","3,547",803,18.5,518,4584.476502
Alabama,Macon,371.46585730000004,43.27296614,6.416223518,2.704210505,72.98365388,"8,937","7,618","1,319",14.8,2020,9416.371434
Alabama,Madison,236.1174683,61.84953437,2.160390095,2.162726361,77.78592151,"169,833","155,656","14,177",8.3,29334,8848.735313
Alabama,Marengo,368.3808337,60.96480436,2.361717126,2.029374851,74.67241169,"8,136","7,021","1,115",13.7,1376,6584.677226
Alabama,Marion,360.3775498,82.37809541,1.4912126030000001,1.4885760069999998,74.61501242,"13,215","11,423","1,792",13.6,1292,4198.0764229999995
Alabama,Marshall,338.3077555000001,98.58837135,1.606243021,2.184812199,74.56592733,"41,637","37,640","3,997",9.6,6241,6709.3819539999995
Alabama,Mobile,325.40515289999996,63.00223598,6.110211189,1.258885528,74.95242566,"192,730","170,943","21,787",11.3,45502,11017.64683
Alabama,Monroe,328.3780680000001,62.50957077,2.946496101,1.580597001,74.89639823,"8,712","7,131","1,581",18.1,1273,5932.51934
Alabama,Montgomery,276.3385412,63.26722193,7.302938546,2.778540894,75.93368939,"108,753","97,892","10,861",10.0,25130,10956.431509999999
Alabama,Morgan,337.3561951000001,74.10774559,1.576586878,3.2748640289999997,75.91841837,"57,817","51,600","6,217",10.8,8332,6972.968448999999
Alabama,Perry,382.0279952,64.71085713,3.1671801619999997,2.16132254,72.54770153,"3,891","3,236",655,16.8,0,0.0
Alabama,Pickens,341.7102872,61.25982482,2.55293776,1.58729321,74.66410566,"7,699","6,687","1,012",13.1,452,2361.793291
Alabama,Pike,327.192816,71.33507501,4.736645393,1.889956855,74.8574045,"15,677","14,198","1,479",9.4,2865,8708.471382
Alabama,Randolph,353.67151939999997,69.61395238,2.156707608,2.8476194130000003,74.77588232,"9,706","8,410","1,296",13.4,900,4061.005324
Alabama,Russell,319.53712989999997,79.12768194,4.707941495,2.504053586,73.86923601,"23,814","21,225","2,589",10.9,4192,8000.9161349999995
Alabama,Shelby,235.1182625,54.99962566,1.2348291809999998,1.8710716790000002,79.18368881,"102,372","95,110","7,262",7.1,8284,4261.360714
Alabama,Sumter,324.5782109,50.69754283,4.687246694,1.931303566,74.63466773,"5,777","5,006",771,13.3,490,8135.480656999999
Alabama,Talladega,337.3744168,82.90798674,2.84785313,2.143147746,74.23266518,"35,129","30,389","4,740",13.5,6854,8328.978868
Alabama,Tallapoosa,322.5202357,78.4060339,2.748144905,3.033407949,74.98671302,"19,079","16,579","2,500",13.1,2572,6212.260277
Alabama,Tuscaloosa,302.1643418999999,67.31523482,2.396677645,1.5225079680000002,75.8599936,"93,915","85,273","8,642",9.2,17912,9201.874075
Alabama,Walker,343.863188,110.27910770000001,1.8943291690000001,2.12965381,72.11808007,"27,279","23,815","3,464",12.7,3759,5608.522448
Alabama,Washington,348.5893512,62.61739045,2.4728873630000003,1.25304529,74.82130782,"7,385","6,335","1,050",14.2,479,2724.532165
Alabama,Wilcox,342.4310085,62.43330368,4.27773499,2.750019927,72.41447362,"3,066","2,261",805,26.3,200,1713.796058
Alabama,Winston,320.1908244,102.0715085,1.551350632,1.639261776,74.42320135,"9,883","8,304","1,579",16.0,983,4014.866852
