STATE,COUNTY,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age, Civilian_labor_force_2012 , Employed_2012 , Unemployed_2012 ,Unemployment_rate_2012,Crime_Count,Crime_rate
Alabama,Lee,275.63757610000005,68.76495379,2.819840133,1.498235728,77.08809532,"68,918","64,247","4,671",6.8,8801,6109.93863
Alabama,Limestone,303.89518030000005,63.80428051,2.4241129569999997,1.6293528959999999,77.17121514,"38,990","36,311","2,679",6.9,3469,4047.274594
Alabama,Lowndes,390.637918,54.98471017,5.83748732,3.443666644,72.73346979,"4,081","3,452",629,15.4,671,6596.53952
Alabama,Macon,369.7142859,43.75334774,5.53823125,2.8075013039999996,73.10945248,"8,286","7,397",889,10.7,2897,13622.04354
Alabama,Madison,235.28456090000003,61.31096381,1.7952071569999999,2.043351308,77.9885122,"170,209","158,399","11,810",6.9,29603,8669.105093
Alabama,Marengo,359.3768513,61.98477744,2.139633601,2.054745553,74.82136155,"7,650","6,873",777,10.2,1239,6076.508092
Alabama,Marion,353.3787932,84.09743901,1.298444515,1.5390484780000002,74.67952869,"12,451","11,340","1,111",8.9,1465,4758.656532
Alabama,Marshall,338.21568560000014,104.05638520000001,1.334558915,2.313305364,74.50341768,"40,686","37,523","3,163",7.8,5512,6405.652593
Alabama,Mobile,338.1206321,64.11746795,6.588821278999999,1.333052935,74.84976932,"188,626","171,312","17,314",9.2,40281,9724.237325
Alabama,Monroe,322.346382,63.81933375,2.43227487,1.537913179,74.97903082,"7,971","6,971","1,000",12.5,1370,6445.238990999999
Alabama,Montgomery,269.8324796,65.23690249,6.951077605,2.884477628,76.04588319,"107,320","98,666","8,654",8.1,27228,11687.64273
Alabama,Morgan,321.59686289999996,74.57447282,1.473431275,3.34682538,76.13344542,"57,410","52,931","4,479",7.8,8372,6951.467597
