,FIPS_ST,FIPS_CTY,CPOPCRIM,COUNTY,STATE,Crime_Count,Crime_rate
0,1,1,51369,Autauga,Alabama,2978,5797.270727481555
1,1,3,179363,Baldwin,Alabama,9258,5161.599661022618
2,1,5,29470,Barbour,Alabama,1538,5218.866644044791
3,1,7,21925,Bibb,Alabama,734,3347.776510832383
4,1,9,57929,Blount,Alabama,2620,4522.777883270901
5,1,11,10758,Bullock,Alabama,588,5465.699944227551
6,1,13,20047,Butler,Alabama,1258,6275.253155085548
7,1,15,114155,Calhoun,Alabama,12600,11037.624282773422
8,1,17,34345,Chambers,Alabama,2952,8595.13757461057
9,1,19,24710,Cherokee,Alabama,716,2897.6123027114527
10,1,21,42940,Chilton,Alabama,3699,8614.345598509548
11,1,23,13614,Choctaw,Alabama,170,1248.7145585426765
12,1,25,26256,Clarke,Alabama,1104,4204.753199268738
13,1,27,13820,Clay,Alabama,471,3408.1041968162085
14,1,29,14939,Cleburne,Alabama,880,5890.621862239775
15,1,31,48460,Coffee,Alabama,1838,3792.8188196450683
16,1,33,54865,Colbert,Alabama,4083,7441.902852456028
17,1,35,12466,Conecuh,Alabama,566,4540.349751323601
18,1,37,10751,Coosa,Alabama,692,6436.610547856013
19,1,39,36950,Covington,Alabama,2101,5686.062246278755
20,1,41,13628,Crenshaw,Alabama,664,4872.321690636923
21,1,43,82113,Cullman,Alabama,4230,5151.437652990391
22,1,45,47052,Dale,Alabama,2781,5910.482019892885
23,1,47,42701,Dallas,Alabama,5660,13254.958900259948
24,1,49,69267,De Kalb,Alabama,3278,4732.412259806257
25,1,51,79905,Elmore,Alabama,4076,5101.057505788123
26,1,53,37555,Escambia,Alabama,2406,6406.603647982958
27,1,55,103760,Etowah,Alabama,8216,7918.272937548188
28,1,57,17686,Fayette,Alabama,552,3121.112744543707
29,1,59,30893,Franklin,Alabama,1229,3978.2474994335284
30,1,61,26007,Geneva,Alabama,884,3399.084861767986
31,1,63,8543,Greene,Alabama,1027,12021.538101369542
32,1,65,18211,Hale,Alabama,1122,6161.111416177036
33,1,67,16691,Henry,Alabama,720,4313.701995087173
34,1,69,73125,Houston,Alabama,7674,10494.358974358975
35,1,71,52521,Jackson,Alabama,2427,4621.0087393613985
36,1,73,636475,Jefferson,Alabama,88454,13897.482226324679
37,1,75,13190,Lamar,Alabama,106,803.6391205458682
38,1,77,89652,Lauderdale,Alabama,5665,6318.877437201624
39,1,79,34242,Lawrence,Alabama,1358,3965.8898428830094
40,1,81,135710,Lee,Alabama,12536,9237.344337189596
41,1,83,77711,Limestone,Alabama,3290,4233.634877945207
42,1,85,12610,Lowndes,Alabama,990,7850.911974623315
43,1,87,22198,Macon,Alabama,2646,11919.992792143436
44,1,89,325950,Madison,Alabama,29160,8946.157386102162
45,1,91,20857,Marengo,Alabama,1414,6779.498489715683
46,1,93,29413,Marion,Alabama,993,3376.058205555367
47,1,95,89592,Marshall,Alabama,7430,8293.151174211984
48,1,97,408816,Mobile,Alabama,46147,11287.963289108058
49,1,99,22468,Monroe,Alabama,1329,5915.079223784938
50,1,101,225964,Montgomery,Alabama,25755,11397.833283177852
51,1,103,117018,Morgan,Alabama,9080,7759.489992992531
52,1,105,10569,Perry,Alabama,750,7096.224808401929
53,1,107,19463,Pickens,Alabama,558,2866.978369213379
54,1,109,30589,Pike,Alabama,2531,8274.21622151754
55,1,111,22095,Randolph,Alabama,1067,4829.146865806744
56,1,113,50824,Russell,Alabama,4368,8594.364866991973
57,1,115,82038,St Clair,Alabama,4011,4889.197688875887
58,1,117,194195,Shelby,Alabama,7800,4016.5812714024564
59,1,119,5474,Sumter,Alabama,619,11308.001461454147
60,1,121,80627,Talladega,Alabama,8278,10267.032135636946
61,1,123,40592,Tallapoosa,Alabama,3027,7457.134410721325
62,1,125,181913,Tuscaloosa,Alabama,18897,10387.932693100547
63,1,127,69087,Walker,Alabama,5726,8288.100510949962
64,1,129,17182,Washington,Alabama,384,2234.8969852170876
65,1,131,12841,Wilcox,Alabama,414,3224.047971341796
66,1,133,23981,Winston,Alabama,1188,4953.921854801718
67,2,13,0,Aleutians East,Alaska ,0,
68,2,16,3867,Aleutians West,Alaska ,128,3310.0594776312387
69,2,20,283300,Anchorage,Alaska ,26149,9230.144722908577
70,2,50,6584,Bethel,Alaska ,429,6515.795868772782
71,2,60,933,Bristol Bay,Alaska ,101,10825.29474812433
72,2,70,2465,Dillingham,Alaska ,178,7221.095334685599
73,2,90,38034,Fairbanks North Star,Alaska ,3775,9925.329967923437
74,2,100,2273,Haines,Alaska ,116,5103.387593488781
75,2,110,31024,Juneau,Alaska ,3179,10246.905621454358
76,2,122,21379,Kenai Peninsula,Alaska ,1966,9195.93994106366
77,2,130,7215,Ketchikan Gateway,Alaska ,1008,13970.893970893972
78,2,150,6212,Kodiak Island,Alaska ,471,7582.099162910496
79,2,164,0,Lake and Peninsula,Alaska ,0,
80,2,170,21984,Matanuska-Susitna,Alaska ,1599,7273.471615720524
81,2,180,3585,Nome,Alaska ,198,5523.012552301256
82,2,185,6581,North Slope,Alaska ,338,5135.997568758547
83,2,188,3187,Northwest Arctic,Alaska ,145,4549.7332914967055
84,2,201,1150,Prince of Wales-Outer Ketchikan,Alaska ,76,6608.695652173913
85,2,220,8896,Sitka,Alaska ,575,6463.579136690648
86,2,232,895,Skagway-Hoonah-Angoon,Alaska ,50,5586.592178770949
87,2,240,0,Southeast Fairbanks,Alaska ,0,
88,2,261,5977,Valdez-Cordova,Alaska ,318,5320.394846913167
89,2,270,0,Wade Hampton,Alaska ,0,
90,2,280,4742,Wrangell-Petersburg,Alaska ,394,8308.730493462674
91,2,282,0,Yakutat,Alaska ,0,
92,2,290,0,Yukon-Koyukuk,Alaska ,0,
93,4,1,65868,Apache,Arizona,712,1080.949778344568
94,4,3,128796,Cochise,Arizona,8705,6758.75027174757
95,4,5,121518,Coconino,Arizona,9216,7584.061620500666
96,4,7,50423,Gila,Arizona,2846,5644.249647978105
97,4,9,36377,Graham,Arizona,3545,9745.168650520935
98,4,11,7858,Greenlee,Arizona,232,2952.405192160855
99,4,12,19905,La Paz,Arizona,1530,7686.510926902788
100,4,13,4017001,Maricopa,Arizona,327330,8148.61634338652
101,4,15,199041,Mohave,Arizona,14444,7256.796338442834
102,4,17,113233,Navajo,Arizona,5847,5163.6890305829575
103,4,19,1020210,Pima,Arizona,58602,5744.111506454554
104,4,21,342378,Pinal,Arizona,22295,6511.808585832034
105,4,23,42176,Santa Cruz,Arizona,2397,5683.327010622155
106,4,25,218897,Yavapai,Arizona,10521,4806.3701192798435
107,4,27,169974,Yuma,Arizona,10443,6143.880828832645
108,5,1,19158,Arkansas,Arkansas,1555,8116.713644430524
109,5,3,22116,Ashley,Arkansas,1179,5330.982094411286
110,5,5,42711,Baxter,Arkansas,2641,6183.418791412048
111,5,7,217183,Benton,Arkansas,10154,4675.319891520055
112,5,9,37357,Boone,Arkansas,1999,5351.072088229783
113,5,11,11130,Bradley,Arkansas,477,4285.714285714285
114,5,13,5426,Calhoun,Arkansas,94,1732.3995576852192
115,5,15,27918,Carroll,Arkansas,1577,5648.685435919479
116,5,17,11828,Chicot,Arkansas,633,5351.7078119715925
117,5,19,24025,Clark,Arkansas,1576,6559.833506763787
118,5,21,15729,Clay,Arkansas,447,2841.8844173183293
119,5,23,25645,Cleburne,Arkansas,1545,6024.566192240203
120,5,25,8713,Cleveland,Arkansas,228,2616.7795248479283
121,5,27,24088,Columbia,Arkansas,1542,6401.527731650615
122,5,29,20886,Conway,Arkansas,1579,7560.08809729005
123,5,31,92814,Craighead,Arkansas,8217,8853.190251470684
124,5,33,29913,Crawford,Arkansas,2057,6876.60883228028
125,5,35,52941,Crittenden,Arkansas,7869,14863.716212387373
126,5,37,18810,Cross,Arkansas,1518,8070.175438596491
127,5,39,8071,Dallas,Arkansas,402,4980.795440465866
128,5,41,8958,Desha,Arkansas,732,8171.466845277963
129,5,43,18741,Drew,Arkansas,1254,6691.2117816551945
130,5,45,109800,Faulkner,Arkansas,8277,7538.251366120219
