,FIPS_ST,FIPS_CTY,CPOPCRIM,COUNTY,STATE,Crime_Count,Crime_rate
0,1,1,54604,Autauga,Alabama,3916,7171.63577759871
1,1,3,187467,Baldwin,Alabama,10899,5813.823232888989
2,1,5,25566,Barbour,Alabama,1043,4079.637017914418
3,1,7,22857,Bibb,Alabama,897,3924.3995274970466
4,1,9,57909,Blount,Alabama,2948,5090.745825346665
5,1,11,10584,Bullock,Alabama,448,4232.804232804233
6,1,13,20733,Butler,Alabama,1462,7051.560314474509
7,1,15,118270,Calhoun,Alabama,12068,10203.771032383529
8,1,17,34075,Chambers,Alabama,3079,9035.950110051357
9,1,19,26162,Cherokee,Alabama,2258,8630.838620900542
10,1,21,44071,Chilton,Alabama,3044,6907.036373125185
11,1,23,13000,Choctaw,Alabama,196,1507.6923076923076
12,1,25,25447,Clarke,Alabama,1453,5709.9068652493415
13,1,27,13918,Clay,Alabama,404,2902.715907457968
14,1,29,14895,Cleburne,Alabama,607,4075.193017791205
15,1,31,50729,Coffee,Alabama,2721,5363.7958564134915
16,1,33,54731,Colbert,Alabama,4710,8605.726188083536
17,1,35,13158,Conecuh,Alabama,976,7417.540659674722
18,1,37,8928,Coosa,Alabama,492,5510.752688172043
19,1,39,38211,Covington,Alabama,2217,5801.994190154667
20,1,41,13448,Crenshaw,Alabama,618,4595.478881618084
21,1,43,80859,Cullman,Alabama,4520,5589.977615355125
22,1,45,50245,Dale,Alabama,3059,6088.167976913126
23,1,47,43506,Dallas,Alabama,5354,12306.348549625338
24,1,49,71662,De Kalb,Alabama,4099,5719.907342803717
25,1,51,80484,Elmore,Alabama,4708,5849.609860344914
26,1,53,38248,Escambia,Alabama,2792,7299.728090357666
27,1,55,97544,Etowah,Alabama,9528,9767.899614532927
28,1,57,17251,Fayette,Alabama,443,2567.9670743725
29,1,59,32012,Franklin,Alabama,1807,5644.758215669124
30,1,61,26889,Geneva,Alabama,1359,5054.111346647328
31,1,63,8315,Greene,Alabama,475,5712.56764882742
32,1,65,15483,Hale,Alabama,337,2176.5807660014207
33,1,67,17482,Henry,Alabama,825,4719.1396865347215
34,1,69,102780,Houston,Alabama,8168,7947.071414672115
35,1,71,51981,Jackson,Alabama,3208,6171.485735172467
36,1,73,659396,Jefferson,Alabama,73774,11188.117610661879
37,1,75,14368,Lamar,Alabama,331,2303.730512249443
38,1,77,93154,Lauderdale,Alabama,5117,5493.054511883547
39,1,79,33623,Lawrence,Alabama,1437,4273.86015525087
40,1,81,144044,Lee,Alabama,8801,6109.938629863097
41,1,83,85712,Limestone,Alabama,3469,4047.2745939891734
42,1,85,10172,Lowndes,Alabama,671,6596.539520251671
43,1,87,21267,Macon,Alabama,2897,13622.043541637277
44,1,89,341477,Madison,Alabama,29603,8669.10509346164
45,1,91,20390,Marengo,Alabama,1239,6076.50809220206
46,1,93,30786,Marion,Alabama,1465,4758.656532189957
47,1,95,86049,Marshall,Alabama,5512,6405.652593289869
48,1,97,414233,Mobile,Alabama,40281,9724.23732537002
49,1,99,21256,Monroe,Alabama,1370,6445.23899134362
50,1,101,232964,Montgomery,Alabama,27228,11687.642725914733
51,1,103,120435,Morgan,Alabama,8372,6951.467596628887
52,1,105,0,Perry,Alabama,0,
53,1,107,18830,Pickens,Alabama,512,2719.0653212958046
54,1,109,33047,Pike,Alabama,2595,7852.4525675553
55,1,111,22127,Randolph,Alabama,1487,6720.29647037556
56,1,113,54219,Russell,Alabama,5492,10129.290470130398
57,1,115,84737,St Clair,Alabama,3515,4148.1289165299695
58,1,117,198032,Shelby,Alabama,8996,4542.700169669548
59,1,119,13342,Sumter,Alabama,764,5726.277919352421
60,1,121,81992,Talladega,Alabama,7488,9132.598302273393
61,1,123,40745,Tallapoosa,Alabama,2728,6695.300036814333
62,1,125,198003,Tuscaloosa,Alabama,16389,8277.147315949758
63,1,127,66929,Walker,Alabama,6175,9226.194922978082
64,1,129,17414,Washington,Alabama,590,3388.078557482485
65,1,131,11528,Wilcox,Alabama,397,3443.7890353920893
66,1,133,24425,Winston,Alabama,1406,5756.397134083931
67,2,13,0,Aleutians East,Alaska ,0,
68,2,16,4385,Aleutians West,Alaska ,148,3375.1425313568984
69,2,20,299143,Anchorage,Alaska ,26518,8864.65670264723
70,2,50,6294,Bethel,Alaska ,372,5910.390848427073
71,2,60,1042,Bristol Bay,Alaska ,90,8637.236084452974
72,2,70,2419,Dillingham,Alaska ,242,10004.133939644482
73,2,90,34603,Fairbanks North Star,Alaska ,3469,10025.142328699823
74,2,100,2585,Haines,Alaska ,64,2475.8220502901354
75,2,110,32553,Juneau,Alaska ,2437,7486.25318711025
76,2,122,19492,Kenai Peninsula,Alaska ,1755,9003.693823106916
77,2,130,8217,Ketchikan Gateway,Alaska ,705,8579.773640014604
78,2,150,6332,Kodiak Island,Alaska ,753,11891.977258370183
79,2,164,0,Lake and Peninsula,Alaska ,0,
80,2,170,14386,Matanuska-Susitna,Alaska ,1362,9467.537884053942
81,2,180,3776,Nome,Alaska ,136,3601.6949152542375
82,2,185,9618,North Slope,Alaska ,353,3670.201705136203
83,2,188,3334,Northwest Arctic,Alaska ,578,17336.532693461308
84,2,201,1254,Prince of Wales-Outer Ketchikan,Alaska ,62,4944.178628389154
85,2,220,9060,Sitka,Alaska ,310,3421.6335540838854
86,2,232,946,Skagway-Hoonah-Angoon,Alaska ,42,4439.746300211416
87,2,240,0,Southeast Fairbanks,Alaska ,0,
88,2,261,6378,Valdez-Cordova,Alaska ,348,5456.255879586077
89,2,270,0,Wade Hampton,Alaska ,0,
90,2,280,5414,Wrangell-Petersburg,Alaska ,316,5836.719615810861
91,2,282,0,Yakutat,Alaska ,0,
92,2,290,0,Yukon-Koyukuk,Alaska ,0,
93,4,1,69630,Apache,Arizona,995,1428.9817607353152
94,4,3,133333,Cochise,Arizona,8706,6529.51632379081
95,4,5,135979,Coconino,Arizona,9507,6991.520749527501
96,4,7,45150,Gila,Arizona,2067,4578.073089700996
97,4,9,27918,Graham,Arizona,1249,4473.816175943836
98,4,11,8700,Greenlee,Arizona,368,4229.885057471264
99,4,12,16937,La Paz,Arizona,1388,8195.075869398359
100,4,13,3922594,Maricopa,Arizona,304734,7768.685721744336
101,4,15,204559,Mohave,Arizona,14906,7286.895223382984
102,4,17,108570,Navajo,Arizona,5674,5226.1213963341625
103,4,19,1000369,Pima,Arizona,56972,5695.098508650308
104,4,21,382231,Pinal,Arizona,20811,5444.613335914669
105,4,23,47268,Santa Cruz,Arizona,1612,3410.3410341034105
106,4,25,214201,Yavapai,Arizona,10117,4723.133878926802
107,4,27,200100,Yuma,Arizona,11517,5755.622188905547
108,5,1,18964,Arkansas,Arkansas,1833,9665.68234549673
109,5,3,21774,Ashley,Arkansas,1193,5479.011665288876
110,5,5,41694,Baxter,Arkansas,2557,6132.776898354679
111,5,7,228420,Benton,Arkansas,10992,4812.188074599422
112,5,9,37192,Boone,Arkansas,2475,6654.656915465691
113,5,11,11526,Bradley,Arkansas,495,4294.638209266007
114,5,13,5164,Calhoun,Arkansas,100,1936.4833462432223
115,5,15,27616,Carroll,Arkansas,1549,5609.067207415991
116,5,17,11765,Chicot,Arkansas,649,5516.362090947726
117,5,19,22945,Clark,Arkansas,1589,6925.256047069079
118,5,21,15940,Clay,Arkansas,403,2528.2308657465496
119,5,23,25999,Cleburne,Arkansas,1921,7388.745720989269
120,5,25,8705,Cleveland,Arkansas,266,3055.71510626077
121,5,27,24494,Columbia,Arkansas,1567,6397.485098391442
122,5,29,21351,Conway,Arkansas,1310,6135.544002622828
