,FIPS_ST,FIPS_CTY,CPOPCRIM,COUNTY,STATE,Crime_Count,Crime_rate
0,1,1,54579,Autauga,Alabama,3552,6507.997581487385
1,1,3,193083,Baldwin,Alabama,8884,4601.130083953532
2,1,5,25154,Barbour,Alabama,1516,6026.874453367258
3,1,7,21175,Bibb,Alabama,501,2365.997638724911
4,1,9,58037,Blount,Alabama,2797,4819.339386942812
5,1,11,10586,Bullock,Alabama,419,3958.0578122047987
6,1,13,20111,Butler,Alabama,1496,7438.715131022823
7,1,15,116381,Calhoun,Alabama,9261,7957.484469114374
8,1,17,34195,Chambers,Alabama,2797,8179.558414972949
9,1,19,26278,Cherokee,Alabama,1700,6469.289900296826
10,1,21,43934,Chilton,Alabama,2953,6721.445805071244
11,1,23,12689,Choctaw,Alabama,201,1584.0491764520452
12,1,25,24739,Clarke,Alabama,1088,4397.914224503819
13,1,27,13396,Clay,Alabama,298,2224.5446401911017
14,1,29,15009,Cleburne,Alabama,675,4497.3016190285825
15,1,31,51160,Coffee,Alabama,2928,5723.221266614542
16,1,33,54556,Colbert,Alabama,4725,8660.825573722414
17,1,35,12242,Conecuh,Alabama,719,5873.22332952132
18,1,37,10294,Coosa,Alabama,497,4828.05517777346
19,1,39,37446,Covington,Alabama,1746,4662.714308604391
20,1,41,13497,Crenshaw,Alabama,570,4223.160702378306
21,1,43,80950,Cullman,Alabama,3907,4826.4360716491665
22,1,45,49800,Dale,Alabama,3369,6765.060240963855
23,1,47,41573,Dallas,Alabama,5787,13920.09236764246
24,1,49,56890,De Kalb,Alabama,2841,4993.847776410617
25,1,51,81302,Elmore,Alabama,4808,5913.753659196575
26,1,53,37923,Escambia,Alabama,1850,4878.3060411887245
27,1,55,103851,Etowah,Alabama,9496,9143.869582382453
28,1,57,16835,Fayette,Alabama,472,2803.6828036828038
29,1,59,31495,Franklin,Alabama,1772,5626.289887283696
30,1,61,26727,Geneva,Alabama,1285,4807.872189171998
31,1,63,8076,Greene,Alabama,525,6500.7429420505205
32,1,65,12907,Hale,Alabama,354,2742.6977609049354
33,1,67,16780,Henry,Alabama,640,3814.0643623361143
34,1,69,104205,Houston,Alabama,6277,6023.703277193992
35,1,71,51422,Jackson,Alabama,2914,5666.835206720859
36,1,73,629215,Jefferson,Alabama,67718,10762.29905517192
37,1,75,14179,Lamar,Alabama,270,1904.2245574441074
38,1,77,92591,Lauderdale,Alabama,4549,4913.004503677463
39,1,79,32213,Lawrence,Alabama,1262,3917.672989165865
40,1,81,153664,Lee,Alabama,8665,5638.926488962932
41,1,83,90365,Limestone,Alabama,3291,3641.896752061086
42,1,85,7913,Lowndes,Alabama,645,8151.143687602678
43,1,87,19264,Macon,Alabama,2023,10501.453488372093
44,1,89,349827,Madison,Alabama,28900,8261.226263267272
45,1,91,19603,Marengo,Alabama,1280,6529.612814365149
46,1,93,30185,Marion,Alabama,1376,4558.555573960576
47,1,95,95214,Marshall,Alabama,6101,6407.671140798622
48,1,97,414522,Mobile,Alabama,37611,9073.342307525294
49,1,99,21084,Monroe,Alabama,1384,6564.219313223298
50,1,101,226020,Montgomery,Alabama,20708,9162.021060083178
51,1,103,119200,Morgan,Alabama,6622,5555.3691275167785
52,1,105,6008,Perry,Alabama,371,6175.099866844207
53,1,107,6752,Pickens,Alabama,232,3436.0189573459716
54,1,109,33455,Pike,Alabama,2816,8417.276939172021
55,1,111,22689,Randolph,Alabama,726,3199.788443739257
56,1,113,60716,Russell,Alabama,5366,8837.868107253442
57,1,115,86482,St Clair,Alabama,2787,3222.6359242385697
58,1,117,106660,Shelby,Alabama,4769,4471.216951059441
59,1,119,13089,Sumter,Alabama,553,4224.921689968676
60,1,121,80910,Talladega,Alabama,7296,9017.426770485725
61,1,123,40943,Tallapoosa,Alabama,2553,6235.4981315487385
62,1,125,202415,Tuscaloosa,Alabama,15824,7817.602450411283
63,1,127,65019,Walker,Alabama,5612,8631.32315169412
64,1,129,16711,Washington,Alabama,385,2303.8717012746097
65,1,131,11246,Wilcox,Alabama,461,4099.235283656411
66,1,133,20012,Winston,Alabama,437,2183.689786128323
67,2,13,0,Aleutians East,Alaska ,0,
68,2,16,4308,Aleutians West,Alaska ,110,2553.38904363974
69,2,20,301306,Anchorage,Alaska ,28809,9561.376142526202
70,2,50,6431,Bethel,Alaska ,415,6453.117711086923
71,2,60,945,Bristol Bay,Alaska ,25,2645.5026455026455
72,2,70,2416,Dillingham,Alaska ,183,7574.503311258278
73,2,90,34712,Fairbanks North Star,Alaska ,3236,9322.424521779212
74,2,100,2599,Haines,Alaska ,94,3616.7756829549826
75,2,110,32988,Juneau,Alaska ,2137,6478.113253304233
76,2,122,20109,Kenai Peninsula,Alaska ,1881,9354.020587796509
77,2,130,8246,Ketchikan Gateway,Alaska ,641,7773.4659228716955
78,2,150,6495,Kodiak Island,Alaska ,625,9622.786759045419
79,2,164,0,Lake and Peninsula,Alaska ,0,
80,2,170,15390,Matanuska-Susitna,Alaska ,1645,10688.758934372969
81,2,180,3844,Nome,Alaska ,210,5463.059313215401
82,2,185,9691,North Slope,Alaska ,373,3848.9319987617378
83,2,188,3289,Northwest Arctic,Alaska ,387,11766.494375190026
84,2,201,1264,Prince of Wales-Outer Ketchikan,Alaska ,72,5696.202531645569
85,2,220,9051,Sitka,Alaska ,490,5413.766434648105
86,2,232,998,Skagway-Hoonah-Angoon,Alaska ,36,3607.2144288577156
87,2,240,0,Southeast Fairbanks,Alaska ,0,
88,2,261,6325,Valdez-Cordova,Alaska ,300,4743.083003952569
89,2,270,0,Wade Hampton,Alaska ,0,
90,2,280,5321,Wrangell-Petersburg,Alaska ,220,4134.561172711896
91,2,282,0,Yakutat,Alaska ,0,
92,2,290,0,Yukon-Koyukuk,Alaska ,0,
93,4,1,72508,Apache,Arizona,1091,1504.66155458708
94,4,3,106863,Cochise,Arizona,5317,4975.529416168365
95,4,5,138202,Coconino,Arizona,9811,7099.02895761277
96,4,7,52331,Gila,Arizona,2848,5442.280866025874
97,4,9,28285,Graham,Arizona,717,2534.912497790348
98,4,11,9302,Greenlee,Arizona,374,4020.6407224252853
99,4,12,17363,La Paz,Arizona,1160,6680.873121004435
100,4,13,4087118,Maricopa,Arizona,281793,6894.662693859095
101,4,15,200441,Mohave,Arizona,13535,6752.610493861036
102,4,17,108028,Navajo,Arizona,4422,4093.383196948939
103,4,19,1007520,Pima,Arizona,98838,9810.028585040494
104,4,21,390215,Pinal,Arizona,16706,4281.229578565662
105,4,23,46985,Santa Cruz,Arizona,1690,3596.892625305949
106,4,25,126452,Yavapai,Arizona,7694,6084.522190238193
107,4,27,203851,Yuma,Arizona,12070,5920.99131228201
108,5,1,18701,Arkansas,Arkansas,1549,8282.979519811774
109,5,3,21126,Ashley,Arkansas,1503,7114.4561204203355
110,5,5,40769,Baxter,Arkansas,2547,6247.393853172754
111,5,7,233865,Benton,Arkansas,9474,4051.055095888654
112,5,9,37486,Boone,Arkansas,2369,6319.692685269167
113,5,11,11180,Bradley,Arkansas,323,2889.087656529517
114,5,13,5214,Calhoun,Arkansas,115,2205.60030686613
115,5,15,27843,Carroll,Arkansas,1376,4941.996192938979
116,5,17,11212,Chicot,Arkansas,899,8018.194791295041
117,5,19,22670,Clark,Arkansas,1145,5050.727834142038
118,5,21,15228,Clay,Arkansas,709,4655.8970317835565
119,5,23,25586,Cleburne,Arkansas,1827,7140.6237786289375
120,5,25,8561,Cleveland,Arkansas,210,2452.9844644317254
121,5,27,24002,Columbia,Arkansas,1099,4578.785101241563
122,5,29,21223,Conway,Arkansas,1388,6540.074447533337
123,5,31,102617,Craighead,Arkansas,8223,8013.292144576435
124,5,33,61495,Crawford,Arkansas,3499,5689.893487275388
125,5,35,49401,Crittenden,Arkansas,5951,12046.314851926074
126,5,37,17458,Cross,Arkansas,1690,9680.375758964372
127,5,39,7892,Dallas,Arkansas,508,6436.8981246832245
128,5,41,8864,Desha,Arkansas,658,7423.285198555956
129,5,43,18795,Drew,Arkansas,1258,6693.269486565576
130,5,45,120870,Faulkner,Arkansas,9842,8142.632580458344
131,5,47,17993,Franklin,Arkansas,783,4351.692324792975
